question,query,matched_contents,generated_query
"Are there any properties in ""calle della malvasia"" with the type of ""casa""?","SELECT catastici.Property_ID, catastici.Rent_Income 
FROM catastici 
WHERE catastici.Property_Location = 'calle della malvasia' AND catastici.Property_Type = 'casa'
limit 1;","""Property_Location"" = ""calle della malvasia""
""Property_Type"" = ""casa""","['SELECT catastici.Property_Location, COUNT(catastici.Property_ID) AS ""Number_of_casa_properties""\nFROM catastici\nWHERE catastici.Property_Type = \'casa\'\nGROUP BY catastici.Property_Location;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', ""SELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Property_Location = 'calle della malvasia' AND catastici.Property_Type = 'casa';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Property_Type = 'casa' AND catastici.Property_Location = 'calle della malvasia';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", 'SELECT catastici.Property_Location, COUNT(catastici.Property_ID) AS ""Number_of_casa_properties""\nFROM catastici\nWHERE catastici.Property_Location = \'calle della malvasia\' AND catastici.Property_Type = \'casa\'\nGROUP BY catastici.Property_Location;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;']"
"Who are the owners of ""magazen due"" type properties?","SELECT DISTINCT catastici.Owner_First_Name, catastici.Owner_Family_Name
FROM catastici
WHERE catastici.Property_Type = 'magazen due';","""Property_Type"" = ""magazen due""","[""SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name\nFROM catastici\nWHERE catastici.Property_Type = 'magazen due';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ;"", ""SELECT DISTINCT catastici.Owner_First_Name, catastici.Owner_Family_Name\nFROM catastici\nWHERE catastici.Property_Type = 'magazen due';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ;"", ""SELECT catastici.Owner_ID\nFROM catastici\nWHERE catastici.Property_Type = 'magazen due';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name \nFROM catastici \nWHERE catastici.Property_Type = 'magazen due';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;""]"
"How many ""casa"" are there in the dataset?","SELECT COUNT(catastici.Property_ID) 
FROM catastici 
WHERE catastici.Property_Type = 'casa';","""Property_Type"" = ""casa""","[""SELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Property_Type = 'casa';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT COUNT(catastici.Property_ID)\nFROM catastici\nWHERE catastici.Property_Type = 'casa';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", 'SELECT COUNT(catastici.Property_ID) AS ""Number_of_casa_properties""\nFROM catastici\nWHERE catastici.Property_Type = \'casa\';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Property_Type = \'casa\';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\nprimary key :\ncatastici.ID\nmatched contents : ""Property_Type"" = ""casa""\nHow many ""casa"" are there in the dataset?\nSELECT COUNT(catastici.Property_ID) \nFROM catastici \nWHERE catastici.Property_Type = \'casa\';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_']"
What is the highest rent income in the dataset?,"SELECT MAX(catastici.Rent_Income) AS max_rent_income
FROM catastici;",None,"['SELECT MAX(catastici.Rent_Income) AS Highest_Rent_Income\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ;', 'SELECT MAX(catastici.Rent_Income) AS Highest_Rent_Income FROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ;', 'SELECT MAX(catastici.Rent_Income) AS Highest_Rent_Income \nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT MAX(catastici.Rent_Income) \nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ;']"
"Does ""iseppo maria"" ""gallo"" own a property in ""campiello della fraterna""?","SELECT catastici.Property_ID
FROM catastici
WHERE catastici.Owner_First_Name = 'iseppo maria' AND catastici.Owner_Family_Name = 'gallo' AND catastici.Property_Location = 'campiello della fraterna'
limit 1;","""Owner_First_Name"" = ""iseppo maria""
""Owner_Family_Name"" = ""gallo""
""Property_Location"" = ""campiello della fraterna""","[""SELECT catastici.Property_ID \nFROM catastici \nWHERE catastici.Owner_First_Name = 'iseppo maria' AND catastici.Owner_Family_Name = 'gallo' AND catastici.Property_Location = 'campiello della fraterna'\nlimit 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ;"", ""SELECT catastici.Property_ID, catastici.Rent_Income \nFROM catastici \nWHERE catastici.Owner_First_Name = 'iseppo maria' AND catastici.Owner_Family_Name = 'gallo' AND catastici.Property_Location = 'campiello della fraterna'\nlimit 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;"", ""SELECT catastici.Property_ID \nFROM catastici \nWHERE catastici.Owner_First_Name = 'iseppo maria' AND catastici.Owner_Family_Name = 'gallo' AND catastici.Property_Location = 'campiello della fraterna';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT catastici.Property_ID, catastici.Rent_Income \nFROM catastici \nWHERE catastici.Owner_First_Name = 'iseppo maria' AND catastici.Owner_Family_Name = 'gallo' AND catastici.Property_Location = 'campiello della fraterna';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ;""]"
"What types of properties does ""marin"" ""bernardo"" have?","SELECT DISTINCT catastici.Property_Type
FROM catastici
WHERE catastici.Owner_First_Name = 'marin' AND catastici.Owner_Family_Name = 'bernardo';","""Owner_First_Name"" = ""marin""
""Owner_First_Name"" = ""bernardo""","[""SELECT catastici.Property_Type\nFROM catastici\nWHERE catastici.Owner_First_Name = 'marin' AND catastici.Owner_Family_Name = 'bernardo';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT DISTINCT catastici.Property_Type\nFROM catastici\nWHERE catastici.Owner_First_Name = 'marin' AND catastici.Owner_Family_Name = 'bernardo';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT catastici.Property_Type, COUNT(DISTINCT catastici.Owner_Family_Name) AS num_families\nFROM catastici\nWHERE catastici.Owner_First_Name = 'marin' AND catastici.Owner_Family_Name = 'bernardo'\nGROUP BY catastici.Property_Type\nHAVING COUNT(DISTINCT catastici.Owner_Family_Name) > 1\nlimit 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;"", ""SELECT catastici.Property_Type, COUNT(DISTINCT catastici.Owner_Family_Name) AS num_families\nFROM catastici\nWHERE catastici.Owner_First_Name = 'marin' AND catastici.Owner_Family_Name = 'bernardo'\nGROUP BY catastici.Property_Type;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;""]"
What is the total number of properties listed in the dataset?,"SELECT COUNT(catastici.Property_ID) AS Total_Properties
FROM catastici;",None,"['SELECT COUNT(catastici.ID) AS num_properties FROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ;', 'SELECT COUNT(catastici.Property_ID) AS num_properties FROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ;', 'SELECT COUNT(catastici.ID) AS num_properties\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ;', 'SELECT COUNT(catastici.Property_ID) AS num_properties\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;']"
Which owner has a property with the highest rent income from a single property?,"SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, MAX(catastici.Rent_Income) AS ""Max_Rent_Income""
FROM catastici;",None,"['SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, catastici.Rent_Income\nFROM catastici\nORDER BY catastici.Rent_Income DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Owner_ID, catastici.Owner_First_Name, catastici.Owner_Family_Name, catastici.Rent_Income\nFROM catastici\nORDER BY catastici.Rent_Income DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, SUM(catastici.Rent_Income) AS Total_Rent_Income\nFROM catastici\nGROUP BY catastici.Owner_First_Name, catastici.Owner_Family_Name\nORDER BY Total_Rent_Income DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT catastici.Owner_First_Name, catastici.Owner_Family_Name, SUM(catastici.Rent_Income) AS Total_Rent_Income\nFROM catastici\nGROUP BY catastici.Owner_ID\nORDER BY Total_Rent_Income DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ;']"
How many different locations are the properties located in?,"SELECT COUNT(DISTINCT catastici.Property_Location) AS num_locations
FROM catastici;",None,"['SELECT COUNT(DISTINCT catastici.Property_Location) AS num_locations\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT catastici.Property_Location, COUNT(DISTINCT catastici.Property_Type) AS num_types\nFROM catastici\nGROUP BY catastici.Property_Location\nORDER BY num_types DESC\nLIMIT 1;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;', 'SELECT COUNT(DISTINCT catastici.Property_Location)\nFROM catastici;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;', 'SELECT COUNT(DISTINCT catastici.Property_Location) AS num_locations\nFROM catastici\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;']"
"Which families own a property in ""rio san baseggio""?","SELECT DISTINCT catastici.Owner_Family_Name 
FROM catastici 
WHERE catastici.Property_Location = 'rio san baseggio';","""Property_Location"" = ""rio san baseggio""","[""SELECT catastici.Owner_Family_Name\nFROM catastici\nWHERE catastici.Property_Location = 'rio san baseggio';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT DISTINCT catastici.Owner_Family_Name\nFROM catastici\nWHERE catastici.Property_Location = 'rio san baseggio';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT catastici.Owner_Family_Name \nFROM catastici \nWHERE catastici.Property_Location = 'rio san baseggio';\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ; ; ; ; ; ; ; ; ; ; ; ; ;"", ""SELECT catastici.Owner_Family_Name\nFROM catastici\nWHERE catastici.Property_Location = 'rio san baseggio'\nGROUP BY catastici.Owner_Family_Name;\n\ndatabase schema :\ntable catastici , columns = [ catastici.ID ( integer ) , catastici.Owner_ID ( integer ) , catastici.Owner_First_Name ( text ) , catastici.Owner_Family_Name ( text ) , catastici.Property_Type ( text ) , catastici.Rent_Income ( integer ) , catastici.Property_Location ( text )]\ncolumns info :\nID -- Primary key ;""]"
