Owner_First_Name,Owner_Family_Name,Property_Type,Property_Location,Rent_Income
Marco Michel,SALAMON,Botega d'Orefice con Altre due sotto il portico contiguo,Ruga d'Orefici verso San Giacomo,55 ducati
Silvestro,VALIER BEMBI,Botega d'Orefice,Ruga d'Orefici verso San Giacomo,48 ducati
Chiara Pisana,PISANI,Botega d'Orefice,Segure Ruga d'Orefici in faccia,50 ducati
Margarita Antonia,BONERI,Botega d'Orefice,Segure Ruga d'Orefici in faccia,70 ducati
Piero Girolamo,BRESSA,Botega d'Orefice,Segure Ruga d'Orefici in faccia,50 ducati
Alvise,BARBARIGO,Botega d'orefice,Segue Ruga d'Orefici,50 ducati
Zuane,VENANCIO,Botega d'orefice,Segue Ruga d'Orefici,47 ducati
Antonio,SANTORIO,Botega d'orefice,Segue Ruga d'Orefici,24 ducati
Lorenzo,PEZZANA,Botega d'orefice,Segue Ruga d'Orefici,48 ducati
Vicenzo,DA RIVA,Botega d'orefice,Segue Ruga d'Orefici,60 ducati
Giovanni Battista,MASCHI,Botega d'orefice,Segue Ruga d'Orefici,13 ducati
Pietro Maria,CONTARINI,Botega d'orefice,Segue Ruga d'Orefici,32 ducati
Giamaria,RASPI,Botega d'orefice,Segue Ruga d'Orefici,60 ducati
Marc'antonio,GIUSTINIAN,Botega d'orefice,Segue Ruga d'Orefici,40 ducati
Vicenzo,DA RIVA,Botega d'orefice,Segue Ruga d'Orefici,60 ducati
Domenico,BERGANTIN,Botega d'orefice,Segue Ruga d'Orefici,60 ducati
Piero,PISANI,Botega d'orefice,Segue Ruga d'Orefici,55 ducati
Piero,PISANI,Botegha d'orese,Segue Ruga d'Orefici,60 ducati
Zamaria,RASPI,Botegha d'orese,Segue Ruga d'Orefici,60 ducati
Liberal,BAGLIONI,Botegha d'orese sua propria tenuta per uso,Segue Ruga d'Orefici,0
Margarita,CAMPIONI ANTONINI,Botegha d'orese,Segue Ruga d'Orefici,44 ducati
Bortolo,PIAI,Botegha d'orese sua propria e per suo uso,Segue Ruga d'Orefici,0
Liberal,BAGLIONI,Botegha d'orese sua propria e per suo uso,Segue Ruga d'Orefici,0
Liberal,BAGLIONI,Botegha d'orese sua propria e per suo uso,Segue Ruga d'Orefici,0
Ferigo,PRIULI,Botegha d'orese,Segue Ruga d'Orefici,24 ducati
Manfredo,MANFROTTO,Botegha d'orese,Segue Ruga d'Orefici,36 ducati
Manfredo,MANFROTTO,Botega da Panni per uso,Sotto li Portici de Panni,0
Zenura,LOREDANA,Botega serve per magazen da negocio,Sotto li Portici de Panni,95 ducati
Andrea,MOCENIGO,Botega da Panni,Sotto li Portici de Panni,70 ducati
Giuseppe,TONINOTI LIGNAGO,Botega da Panni,Sotto li Portici de Panni,70 ducati
Lunardo,PESARO,Botega da Panni,Sotto li Portici de Panni,45 ducati
Giovanni Battista Nicolo,CONTARIN,Due Boteghe unite da Chiodi,Sotto li Portici de Panni,46 ducati
Giovanni Maria,RASPI,Boteghe d'aque,Sotto li Portici de Panni,50 ducati
Elena,CERCHIARI,Botega da Panni,Sotto li Portici de Panni,15 ducati
Marin,ACERBI,Botega da Panni,Sotto li Portici de Panni,15 ducati
Francesco,BERTOCI,Botega da Panni,Sotto li Portici de Panni,10 ducati
Maffio,ZANCHI,Botega da Panni,Sotto li Portici de Panni,10 ducati
Antonio,ALBRICI,Botega da Panni,Sotto li Portici de Panni,10 ducati
Bortola,MARCHIORI,Botega da Panni,Sotto li Portici de Panni,33 ducati
Pier'antonio,MAZZA,Botega da Panni,Sotto li Portici de Panni,36 ducati
Zuane,MARCHESI,Botega da Chiodi,Sotto li Portici de Panni,38 ducati
Marc'antonio,GIUSTINIAN,Botega da Sartor,Sotto li Portici de Panni,40 ducati
Zamaria,RASPI,Botega d'Aque,Sotto li Portici de Panni,40 ducati
Pier Maria,CONTARIN,Botega da Peruchier,Sotto li Portici de Panni,40 ducati
Antonio,MOCENIGO,Botega da Chiodi,Sotto li Portici de Panni,26 ducati
Lodovico,ANATUR,Botega da Chiodi,Sotto li Portici de Panni,26 ducati
Girolamo,BATAGIA BELONI,Botega d'Aque,Sotto li Portici de Panni,22 ducati
Girolamo,VANAGARDEN,Botega d'Aque,Sotto li Portici de Panni,17 ducati
Giacomo,SORANZO,Botega due d'Aque,Sotto li Portici de Panni,80 ducati
Zuane,MINELLI,Botega d'orese,Sotto li Portici de Panni,14 ducati
Angelica,DONADONI BOSELO,Botega d'Aque,Sotto li Portici de Panni,32 ducati
Antonio,ALTOBELLO,Botega d'Aque,Sotto li Portici de Panni,20 ducati
Paulo,TREMIGNON,Botega d'Aque,Sotto li Portici de Panni,33 ducati
Domenico,MOROSINI,Botega da Librer,Sotto li Portici de Panni,40 ducati
,BEMBO VALIER,Volta al canton vicin alla scalla Inaffittata,Sopra le scalle de Corini - primo Soler di sopra,0
,BEMBO VALIER,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
,FOSCARINI,Due Volte,Sopra le scalle de Corini - primo Soler di sopra,12 ducati
Marcantonio,TIEPOLO,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
Isabella,CORRERA,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
Marc'antonio,GIUSTINIAN,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
Giovanni Antonio,ALBERGONI,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
Antonio,ALBERGONI,Volta Vuota,Sopra le scalle de Corini - primo Soler di sopra,0
Bortolo,ALBERGONI,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
Allesandro,ORSETTI,Volta,Sopra le scalle de Corini - primo Soler di sopra,8 ducati
,MOCENIGO,Volta,Sopra le scalle de Corini - primo Soler di sopra,8 ducati
Piero,BASADONA,Volta,Sopra le scalle de Corini - primo Soler di sopra,8 ducati
Maria,BETTONI MALIPIERO,Volta,Sopra le scalle de Corini - primo Soler di sopra,10 ducati
Antonio,TESSARI,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
Silvestro,VALIER BEMBO,Volta,Sopra le scalle de Corini - primo Soler di sopra,10 ducati
Cornelia,CAVALLI STEFFANI,Volta,Sopra le scalle de Corini - primo Soler di sopra,6 ducati
Nicolo,FOSCARINI,Volta,In canton dentro del Restelo,6 ducati
Nicolo,DA PONTE,Volta,Doppo la scalla verso Rialto Novo - segue entro il Restello,5 ducati
Lazaro,FERRO,Volta,Doppo la scalla verso Rialto Novo - segue entro il Restello,5 ducati
Raimondo,BEMBO,Volta numero 1,Segue altra detta Volta in Calesela sopra Rialto Novo,0
Christoforo,BRAGADIN,Volta numero 3,Segue altra detta Volta in Calesela sopra Rialto Novo,0
Pietro,TREVANO,Volta numero 4 sua propria tenuta per uso,Segue Volte Corini Soler di sotto,0
Pietro,TREVANO,Volta numero 5 sua propria tenuta per uso,Segue Volte Corini Soler di sotto,0
Antonio,ALTOBELLO,Volta numero 6,Segue Volte Corini Soler di sotto,10 ducati
Zamaria,CANAL,Volta numero 7,Segue Volte Corini Soler di sotto,20 ducati
Francesco,RIZZO,Volta numero 8,Segue Volte Corini Soler di sotto,14 ducati
Giacomo,BERNATI,Volta numero 9,Segue Volte Corini Soler di sotto,12 ducati
Zamaria,CANAL,Volta numero 10,Segue Volte Corini Soler di sotto,0
Francesco,NINI,Volta numero 11,Segue Volte Corini Soler di sotto,8 ducati
Zambattista,BENEDETTI,Volta numero 12,Segue Volte Corini Soler di sotto,8 ducati
Lunardo,PESARO,Volta numero 13,Segue Volte Corini Soler di sotto,12 ducati
Flaminio,CORNER,Volta numero 14,Segue Volte Corini Soler di sotto,12 ducati
Zuane,BENZON,Volta numero 16,Segue Volte Corini Soler di sotto,7 ducati
Francesco,BEMBO,Volta numero 26,Segue Volte Corini Soler di sotto,10 ducati
Pietro,FRANZELI,Volta numero 27 tenuta per suo uso,Segue Volte Corini Soler di sotto,0
Giacomo,CORRER,Volta numero 1 Inaffittata,In Calesella,0
Francesco,MOLIN,Volta numero 2,In Calesella,5 ducati
Francesco,MOLIN,Volta numero 3,In Calesella,5 ducati
Lodovico,BELOTO,"Volte numero 10, 11",In Calesella,8 ducati
Zamaria,VALERES,Volta numero 13,In Calesella,8 ducati
Giovanni Battista,ZEN,Volta numero 19,In Calesella,8 ducati
Bernardo,MEMO,Volta numero 19,In Calesella,4 ducati
Giuseppe,GIOANELLI,Botegha d'aque,Ruga d'Orefici,96 ducati
Marcantonio,ZORZI,Botegha d'aque,Ruga d'Orefici,24 ducati
Alvise,PRIULI,Botegha da Droghe,Ruga d'Orefici,24 ducati
Chiara,PRIULI,Botegha da Lettoner,Ruga d'Orefici,40 ducati
Michel Morosini Marc'antonio,MOROSINI,Botegha da Colori,Ruga d'Orefici,25 ducati
Cecilia,GRADENIGO,Botegha da Marcer,Ruga d'Orefici,30 ducati
Zorzi,CONTARINI,Botegha Linarol,Ruga d'Orefici,40 ducati
Domenico,BORIN,Inviamento di suddetta Botegha,Ruga d'Orefici,400 ducati
Giorgio,CONTARINI,Cassa,Calle de cinque,60 ducati
Ignacio,BIANCHINI,Casa con Magazen Contiguo,Calle de cinque,66 ducati
Zuanne,GRADENIGO,Casa,Calle de cinque,60 ducati
Zuane,GRADENIGO,Casa,Calle de cinque,38 ducati
Vicenzo,RIVA,Magazen da Spartioro,Calle de cinque,16 ducati
Francesco,CARMINATI,primo soler Appartamento,Sopra le Scalle di Legno in Calle dei cinque,10 ducati
Francesco,CARMINATI,primo soler e detto appartamento,Sopra le Scalle di Legno in Calle dei cinque,7 ducati
Vicenzo,DA RIVA,detto Appartamento,Sopra le Scalle di Legno in Calle dei cinque,14 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque,20 ducati
Giovanni Battista,ZEN,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Secondo soler,20 ducati
Giovanni Battista,ZEN,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Secondo soler,15 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Secondo soler,16 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Secondo soler,26 ducati
Zanantonio,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Terzo soler,8 ducati
Zanantonio,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Terzo soler,16 ducati
Zanantonio,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Terzo soler,12 ducati
Zanantonio,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Terzo soler,20 ducati
Zanantonio,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Terzo soler,16 ducati
,GAMBARA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Terzo soler,18 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Quarto soler,12 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Quarto soler,15 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Quarto soler,13 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Quarto soler,17 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Quarto soler,12 ducati
Vicenzo,DA RIVA,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Quarto soler,16 ducati
,TOMASINI,Appartamento,Sopra le Scalle di Legno in Calle dei cinque - Quinto soler,6 ducati
Andrea,ZANE,detto Magazen,Seguendo Calle dei cinque,20 ducati
Zaccaria,CANAL,Scola de Travasadori da Vin,Seguendo Calle dei cinque- Scale di pietra primo soler,50 ducati
Francesco,ZANE,Appartamento,Seguendo Calle dei cinque- Scale di pietra primo soler,58 ducati
Laura,LOMBRIA,Appartamento,Seguendo Calle dei cinque- Scale di pietra secondo soler,36 ducati
Francesco,ZANE,Appartamento,Seguendo Calle dei cinque- Scale di pietra secondo soler,0
Laura,PRIULI,Appartamento,Seguendo Calle dei cinque- Scale di pietra terzo soler,34 ducati
Lodovico,PRIULI,Appartamento,Seguendo Calle dei cinque- Scale di pietra terzo soler,16 ducati
Giovanni Francesco,SALER,Appartamento,Seguendo Calle dei cinque- Scale di pietra terzo soler,9 ducati
Giovanni Battista,RIZZO,Appartamento,Seguendo Calle dei cinque- Scale di pietra terzo soler,24 ducati
Zuane,ZANCHI,Appartamento,Seguendo Calle dei cinque- Scale di pietra quarto soler,48 ducati
,CANAL,Casa,Calle dei cinque,24 ducati
Girolamo,VENIER,Casa,Calle dei cinque,22 ducati
Lodovico,PRIULI,Casa,Calle dei cinque,36 ducati
Alessandro,ZEN,Casa,Calle dei cinque,24 ducati
,RUZINI,Magazen,Calle dei cinque,6 ducati
Allesandro,ZEN,Casa,Calle dei cinque,30 ducati
Zorzi,CONTARINI,"Botegha da Malvasia, e Casa sopra detta Botega",Calle dei cinque,50 ducati
Antonio,CAVAGNIS,una volta che segue per bottega da barbier,Calle della Madona,0
Antonio,MOROSINI,casa,Calle della Madona,48 ducati
Antonio,MOROSINI,bottega da malvasia con le sue volte,Calle della Madona,32 ducati
Tomaso,QUERINI,magazen,Calle della Madona,14 ducati
Tomaso,QUERINI,magazen,Calle della Madona,14 ducati
Bastian,MOLIN,magazen,Calle della Madona,6 ducati
Tommaso,QUERINI,casa,Calle della Madona,0
Tomaso,QUERINI,casa,Calle della Madona,34 ducati
Tomaso,QUERINI,casa,Calle della Madona,34 ducati
Tomaso,QUERINI,casa,Calle della Madona,34 ducati
Tomaso,QUERINI,casa,Calle della Madona,34 ducati
Tomaso,QUERINI,casa,Calle della Madona,34 ducati
Tomaso,QUERINI,magazen,Calle della Madona,12 ducati
Salvador,GERARDINI,casin,Calle della Madona,0
Sebastian,MOLIN,casa,Calle della Madona,18 ducati
Sebastian,MOLIN,casa,Segue sopra le scale di legno al gambaro,22 ducati
Sebastian,MOLIN,camera,Segue sopra le scale di legno al gambaro,9 ducati
Sebastian,MOLIN,casa,Segue sopra le scale di legno al gambaro,20 ducati
Sebastian,MOLIN,casa,Segue sopra le scale di legno al gambaro,20 ducati
Sebastian,MOLIN,camera,Segue sopra le scale di legno al gambaro,8 ducati
Sebastian,MOLIN,casa,Segue sopra le scale di legno al gambaro,18 ducati
Sebastian,MOLIN,casa,In suffitta,7 ducati
,GALLO,due camere,Dalla parte di Rialto Novo,63 ducati
,VENDRAMIN,"camera, e camere n. 4, cucina",Dalla parte di Rialto Novo,50 ducati
Tomaso,QUERINI,magazeni 3 in calle della Madona,Dalla parte di Rialto Novo,53 ducati
Gasparo,MALIPIERO,cucina,Dalla parte di Rialto Novo,35 ducati
Lunardo,PESARO,botega da garzador,Calle della Madona,8 ducati
Tomaso,QUERINI,casa,Calle della Madona,46 ducati
Tomaso,QUERINI,casa e magazen,Calle della Madona,30 ducati
Stefano,QUERINI,casa,Calle della Madona,30 ducati
Tomaso,QUERINI,casa,Calle della Madona,30 ducati
Tomaso,QUERINI,casa,Calle della Madona,34 ducati
Tomaso,QUERINI,casa,Calle della Madona,44 ducati
Francesco,MOROSINI,bottega cioè magazen con volta,Campiello Rialto novo,10 ducati
Matio,POLVERINI,casa,Calle Toscana,12 ducati
Andrea,POLVERINI,casa,Campiello Rialto Novo,17 ducati
,ANDRIANI,casa,Campiello Rialto Novo,8 ducati
Andrea,POLVERINI,casa,Campiello Rialto Novo,6 ducati
Marco,VENIER,casa,Campiello Rialto Novo,8 ducati
,GALLO,casa,Campiello Rialto Novo,16 ducati
,GALLO,casa ritrovata chiusa,Sopra le scale di Pietra al Gambaro,10 ducati
,GALLO,casa ritrovata chiusa,Sopra le scale di Pietra al Gambaro,7 ducati
Antonio,PLOCCO,casa osia camera,Campiello di Rialto Novo,0
,MICHIEL,bottega da sopressador con volte,Campiello di Rialto Novo,26 ducati
,BEMBO VALIER,botega da sopressador con volte,Campiello di Rialto Novo,16 ducati
,MORIN,botega da sopressador,Campiello di Rialto Novo,34 ducati
Marc'antonio,GRIMANI,magazen,Campiello di Rialto Novo,14 ducati
Michiel,MOROSINI,magazen,Sopra le scale Morosine subito sulla prima scala,4 ducati
Michiel,MOROSINI,magazzeni due,Sopra le scale Morosine subito sulla prima scala,15 ducati
Michiel,MOROSINI,camere n. 3,Sopra le scale Morosine subito sulla prima scala,0
Francesco,MOROSINI,portione di casa,Sopra le scale Morosine subito sulla prima scala,45 ducati
Alvise,BELATO,volta,Sopra le scale Morosine subito sulla prima scala,16 ducati
Michiel,MOROSINI,volta,Sopra le scale Morosine subito sulla prima scala,15 ducati
Michiel,MOROSINI,camera,Secondo soler,8 ducati
Michiel,MOROSINI,casa,Secondo soler,12 ducati
Francesco,MOROSINI,casa,Secondo soler,40 ducati
Francesco,MOROSINI,casa,Secondo soler,36 ducati
Michiel,MOROSINI,volta da diamanter,Secondo soler,12 ducati
Michiel,MOROSINI,volte n. 2,Secondo soler,16 ducati
Michiel,MOROSINI,volte n. 2,Secondo soler,8 ducati
Michiel,MOROSINI,volte n. 2,Secondo soler,8 ducati
Michiel,MOROSINI,volte n. 2,Secondo soler,8 ducati
Michiel,MOROSINI,volte n. 2,Secondo soler,10 ducati
Michiel,MOROSINI,volte n. 2,Secondo soler,14 ducati
Francesco,MOROSINI,volte diverse n. 8,Secondo soler,46 ducati
Alvise,BELATO,soffitta,Secondo soler,4 ducati
Francesco,MOROSINI,volte diverse n. 8,Secondo soler,0
Zorzi,ARIGONI,magazen,Rialto Novo,20 ducati
Pietro,DIEDO,bottega marangon,Rialto Novo,12 ducati
Giacomo,CAVALI,bottega suazer,Rialto Novo,6 ducati
Giacomo,CAVALI,bottega d'orefice,Rialto Novo,7 ducati
Oracio,MALOSELO,bottega d'orefice,Rialto Novo,9 ducati
Giovanni Battista,CONTARINI,botega da pani con volta,Rialto Novo,14 ducati
Lodovico,BELOTTO,bottega con volta per sazo da tentor,Rialto Novo,20 ducati
Murin,NEGRI,bottega con volta d'orese,Rialto Novo,12 ducati
Marc'antonio,MOCENIGO,bottega con volta,Rialto Novo,11 ducati
Zampietro,BONA,bottega con volta d'orefice,Rialto Novo,12 ducati
Nicolo,TRON,bottega d'orefice,Rialto Novo,8 ducati
Tomaso,QUERINI,bottega da sopressador,Rialto Novo,30 ducati
Tomaso,QUERINI,magazen,Rialto Novo,22 ducati
Tomaso,QUERINI,magazen,Rialto Novo,32 ducati
Tomaso,QUERINI,"casa, bottega e magazen corrisponde in calle Toscana",Rialto Novo,50 ducati
,AQUILINA,scancello,Dietro la chiesa di San Giovanni,0
,SUPERCHI,scancello e magazen,Dietro la chiesa di San Giovanni,18 ducati
,SORA DACI,due magazzeni chiusi,Dietro la chiesa di San Giovanni,0
Marianna,CASSETTI,magazen per fusina,Dietro la chiesa di San Giovanni,6 ducati
Zuanne,SAGREDO,bottega da barbier con volta,Dietro la chiesa di San Giovanni,10 ducati
Giovanni Francesco,STEFFANI,bottega da barbier con volta,Dietro la chiesa di San Giovanni,5 ducati
Silvestro,VALIER BEMBO,magazen,Dietro la chiesa di San Giovanni,8 ducati
Girolamo,BATTINELLI,bottega con volta da marangon,Calle Parangon detto Rialto Vecchio,5 ducati
Lodovico,PRIULI,scancello,Calle Parangon detto Rialto Vecchio,12 ducati
Zaccaria,VALARESSO,bottega con volta,Calle Parangon detto Rialto Vecchio,11 ducati
Iseppo,CORNER,due botteghe con volte da caffè,Calle Parangon detto Rialto Vecchio,12 ducati
Zuanne,MORA,bottega da panni,Calle Parangon detto Rialto Vecchio,12 ducati
Alvise,SORANZO,casetta,Calle Parangon detto Rialto Vecchio,8 ducati
Iseppo Marco,LIONI,bottega con volta da caffè notata in campo di rialto novo,Calle Parangon detto Rialto Vecchio,0
Zuanne,TRON,caseta,Calle Parangon detto Rialto Vecchio,12 ducati
Bortolo Cesare,VALVASON,scancello,Calle Parangon detto Rialto Vecchio,16 ducati
Sgualdo,GALICI,bottega d'oglio con magazen,Riva del vin,0
Zaccaria,CANAL,bottega da zavater,Riva del vin,18 ducati
Zaccaria,CANAL,bottega da sopressador,Riva del vin,30 ducati
Nicolo,PONTE,bottega sopressador,Riva del vin,35 ducati
Biasio,CANAL,bottega da barbier,Riva del vin,0
Vicenzo,PISANI,bottega da calegher,Riva del vin,30 ducati
Vincenzo,PISANI,bottega,Riva del vin,0
Sebastian,MOLIN,casa,Sopra le scale del vino primo soler,22 ducati
Girolamo,SALOMON,camera,Sopra le scale del vino primo soler,16 ducati
Girolamo,SALAMON,camera a mezza scala,Sopra le scale del vino primo soler,6 ducati
Zan'antonio,DOLFIN,camera a mezza scala,Sopra le scale del vino primo soler,6 ducati
Andrea,MOLINARI,casa,Sopra le scale del vino primo soler,0
Zuanne Antonio,DOLFIN,casa,Sopra le scale del vino primo soler,12 ducati
Girolamo,RAFFAI,casa,Sopra le scale del vino primo soler,16 ducati
Zan'antonio,DOLFIN,casa,Sopra le scale del vino primo soler,10 ducati
Antonio,DOLFIN,casa,A mezza scala secondo soler,30 ducati
Antonio,DOLFIN,camera,A mezza scala secondo soler,12 ducati
Alvise,SALAMON,casa appartamenti 2,Terzo soler,20 ducati
Giovanni Antonio,DOLFIN,casa appartamenti due,Terzo soler,20 ducati
Giovanni Antonio,DOLFIN,casa,Quarto soler,20 ducati
Giovanni Antonio,DOLFIN,casa,Quarto soler,12 ducati
Giovanni Antonio,DOLFIN,casa,Quarto soler,13 ducati
Battista,DOLFIN,casa,Riva del vin,14 ducati
Rosa,BALBI,casa compresa di bottega di sopressador,Riva del vin,5 ducati
Antonio,MICHIEL,casa compresa bottega da sopressador,Riva del vin,5 ducati
,MORO BADOER,casa compresa bottega di sopressador,Riva del vin,4 ducati
Silvestro,VALIER BEMBO,bottega da capeler,Riva del vin,46 ducati
Silvestro,VALIER BEMBO,bottega da barbier,Riva del vin,20 ducati
Silvestro,VALIER BEMBO,bottega da caffè,Riva del vin,24 ducati
Domenico,MICHIEL,bottega da carter,Riva del vin,65 ducati
Marina,PERSONE,bottega da barbier,Riva del vin,38 ducati
Cecilia,CONTARINI BEMBO,bottega d'acquavita,Riva del vin,30 ducati
Felippo,DONA,bottega da barbier,Sotto la stagiera,20 ducati
Felippo,DONA,bottega da sartor,Sotto la stagiera,28 ducati
Francesco,ZEN,bottega da sartor,Ruga degli orefici dalla parte di San Mattio,21 ducati
Vincenzo,GIUSTINIAN,bottega da orefice,Ruga degli orefici dalla parte di San Mattio,26 ducati
Francesco,GIUSTINIAN,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,26 ducati
Bartolomeo,LAMA,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,32 ducati
Lodovico,GIUSTINIAN,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,18 ducati
Lodovico,GIUSTINIAN,bottega da perler,Ruga degli orefici dalla parte di San Mattio,20 ducati
,REZONICO,bottega da perucher,Ruga degli orefici dalla parte di San Mattio,38 ducati
Pietr'antonio,MASCA,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,19 ducati
Giovanni Antonio,FONTANA,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,19 ducati
Girolamo,PISANI,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,38 ducati
Angela,MAZZETTI,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,24 ducati
Pietro Paolo,DONATI,bottega d'orefice,Ruga degli orefici dalla parte di San Mattio,10 ducati
Vergina,REGIA BARBIERI,bottega da colori,Ruga degli orefici dalla parte di San Mattio,22 ducati
Angela,MACETTI REGGIA,volte tre da diamanter,Volte in calle della Galia,24 ducati
Verginia,REGGIA,volte tre da diamanter,Volte in calle della Galia,6 ducati
Lodovico,VIDMAN,bottega d'orese,Volte in calle della Galia,18 ducati
Angela,REGGIA,bottega barbier,Volte in calle della Galia,18 ducati
Alvise,BARBARIGO,bottega d'orefice,Volte in calle della Galia,12 ducati
Pietro,PEREGO,bottega d'orefice,Volte in calle della Galia,15 ducati
Zulian,GIAVARINA,casa,Volte in calle della Galia,60 ducati
Lorenzo,MAZZA,casa,Dietro alla ruga,80 ducati
Pietr'antonio,MASSA,casa,Dietro alla ruga,90 ducati
Marc'antonio,BARBARIGO,casa serve per bigiardo,In calle stretta vicin alla ruga,40 ducati
Marc'antonio,BARBARIGO,casa,In calle stretta vicin alla ruga,50 ducati
Marc'antonio,BARBARIGO,casa,In calle stretta vicin alla ruga,52 ducati
Lodovico,GIUSTINIAN,bottega  buttador,In calle stretta vicin alla ruga,12 ducati
Lodovico,GIUSTINIAN,bottega orese,In calle stretta vicin alla ruga,10 ducati
Francesco,ZEN,casa,Sopra le scale in faccia al pozzetto,40 ducati
,GIUSTINIAN,casa,Sopra le scale in faccia al pozzetto,36 ducati
Francesco,GIUSTINIAN,casa,Sopra le scale in faccia al pozzetto,56 ducati
Zuanne,ZULIANI,casa,Calle Zuliani,55 ducati
Zuanne,ZULIANI,casa,Calle Zuliani,55 ducati
Zuanne,ZULIAN,casa con bottega da marangon,In faccia la chiesa di San Mattio,0
Girolamo,MORO,casa con camera,In faccia la chiesa di San Mattio,0
Zuanne,ZULIAN,casa cioè camera,In faccia la chiesa di San Mattio,12 ducati
Zuanne,ZULIAN,casa,In faccia la chiesa di San Mattio,28 ducati
Zuanne,ZULIAN,casa,In faccia la chiesa di San Mattio,20 ducati
Zuanne,ZULIAN,casa,In faccia la chiesa di San Mattio,16 ducati
Zuanne,ZULIAN,casa,In faccia la chiesa di San Mattio,12 ducati
Zuanne,ZULIAN,casa,In faccia la chiesa di San Mattio,13 ducati
Zuanne,ZULIAN,bottega marangon,Calle Pozzetto,11 ducati
Zuanne,ZULIAN,magazen,Calle Pozzetto,7 ducati
Zuanne,ZULIAN,casa,Calle Pozzetto,48 ducati
Zuanne,ZULIAN,"casa, bottega da fabro e magazen",Calle Pozzetto,38 ducati
Zuanne,ZULIAN,casa,Calle Pozzetto,42 ducati
Zuanne,ZULIAN,casa,Calle Pozzetto,26 ducati
Zuanne,ZULIAN,casa e bottega frutarol,Calle Pozzetto,50 ducati
Zuanne,ZULIAN,casa,Calle Pozzetto,50 ducati
Zuanne,ZULIAN,casa,Dietro la chiesa di San Mattio,30 ducati
Giovanni Antonio,PRIULI,bottega da panni n. 2,Sottoportighi de panni,80 ducati
Cesare,BALBI,bottega d'oglio,Riva vin,40 ducati
Domenico,PRIULI,altra porzione di bottega,Riva vin,8 ducati
Antonio,ZENARI,altra porzione di magazen,Riva vin,6 ducati
Alvise,LOMBARDO,altra porzione di magazen,Riva vin,3 ducati
Cattarina Angela,BRAGESI,casa con magazen e volta,Calle toscana sopra le scalle,34 ducati
Nicolo,LIPPOMANO,casa,Calle toscana sopra le scalle,22 ducati
Cattarina Angela,BAVI TOMASINI,magazen,Calle toscana,9 ducati
Pietro,FOSCARINI,magazen,Calle toscana,9 ducati
Cattarina,BRACCI,magazen,Calle toscana,6 ducati
Cattarina,BRACCI,bottega da marangon,Calle toscana,10 ducati
Bastian,MOLIN,bottega da fabro,Calle toscana,14 ducati
Tomaso,QUERINI,magazen,Calle toscana,10 ducati
Tomaso,QUERINI,casa,Calle toscana,48 ducati
Ubaldo,ALBERTINI,magazen compreso con Ubaldo Albertini,Calle toscana,0
Tomaso,QUERINI,magazen,Calle toscana,10 ducati
Bortolo,GRADENIGO,magazen,Calle toscana,20 ducati
Vicenzo,CANAL,una volta,Calle toscana,12 ducati
Francesco,EMO,una volta,Calle toscana,5 ducati
Pietro,FRANCESCHI,Case numero quattro,Calle della Stua vicino al sagrà,72 ducati
Pietro,FRANCESCHI,Case numero quattro,Calle della Stua vicino al sagrà,75 ducati
