owner_family_name,count_1740,count_1808,increase
zancagna,1.0,0.0,-1.0
zancagnia,1.0,0.0,-1.0
zancana moschini,2.0,0.0,-2.0
zanchi,31.0,27.0,-4.0
zanchi durli,1.0,0.0,-1.0
zancolo,2.0,0.0,-2.0
zandonini,1.0,0.0,-1.0
zane,7.0,13.0,6.0
zane venier,9.0,0.0,-9.0
zanella,2.0,0.0,-2.0
zanelli,3.0,0.0,-3.0
zanetti,1.0,3.0,2.0
zanfermo,4.0,0.0,-4.0
zanforti,1.0,0.0,-1.0
zanne,2.0,9.0,7.0
zanne loredan,1.0,0.0,-1.0
zanne venier,1.0,0.0,-1.0
zanobrio,1.0,3.0,2.0
zanoi,1.0,0.0,-1.0
zanoli,1.0,0.0,-1.0
zanorti,1.0,0.0,-1.0
zantodari,1.0,0.0,-1.0
zanucchi,2.0,3.0,1.0
zanuti,1.0,2.0,1.0
zanzonio,1.0,3.0,2.0
zapella,1.0,6.0,5.0
zappa,2.0,1.0,-1.0
zappa sacchetto,1.0,0.0,-1.0
zappa sachetto,2.0,0.0,-2.0
zarabana,1.0,0.0,-1.0
zaramolin,3.0,0.0,-3.0
zardini,1.0,0.0,-1.0
zardon,2.0,0.0,-2.0
zata,2.0,0.0,-2.0
zatta,2.0,2.0,0.0
zavagna,1.0,0.0,-1.0
zavanti,1.0,0.0,-1.0
zavisa,1.0,0.0,-1.0
zazera,1.0,0.0,-1.0
zecchini,1.0,2.0,1.0
zechini,1.0,0.0,-1.0
zederi,1.0,0.0,-1.0
zen,218.0,211.0,-7.0
zen grimani pasqualigo,1.0,0.0,-1.0
zen pasqualigo,3.0,0.0,-3.0
zenari,1.0,0.0,-1.0
zender,4.0,0.0,-4.0
zenderi,1.0,0.0,-1.0
zendrini,1.0,0.0,-1.0
zenobio bragadin,1.0,0.0,-1.0
zentilli,1.0,0.0,-1.0
zettola,1.0,0.0,-1.0
zignoni,1.0,0.0,-1.0
ziliol,1.0,0.0,-1.0
zinei,1.0,0.0,-1.0
zinelli,26.0,30.0,4.0
zini,4.0,1.0,-3.0
zippardi,1.0,0.0,-1.0
zobio,2.0,0.0,-2.0
zocchi,5.0,8.0,3.0
zocco,3.0,1.0,-2.0
zochi,3.0,1.0,-2.0
zolio,3.0,4.0,1.0
zon,6.0,24.0,18.0
zon steffani,2.0,0.0,-2.0
zonelli,1.0,0.0,-1.0
zopella,1.0,0.0,-1.0
zoppi,4.0,0.0,-4.0
zoppis,1.0,0.0,-1.0
zorzatto,2.0,0.0,-2.0
zorzetto,1.0,2.0,1.0
zorzi,119.0,43.0,-76.0
zorzini,1.0,0.0,-1.0
zualian,1.0,0.0,-1.0
zuanelli,1.0,0.0,-1.0
zucato,1.0,13.0,12.0
zucatto,3.0,0.0,-3.0
zucca,3.0,0.0,-3.0
zuccardo,1.0,0.0,-1.0
zuccareda,1.0,0.0,-1.0
zuccaredda,2.0,0.0,-2.0
zuccato,17.0,11.0,-6.0
zucchi,1.0,0.0,-1.0
zucchini,3.0,0.0,-3.0
zucci,1.0,0.0,-1.0
zucharada,1.0,0.0,-1.0
zucherada,1.0,0.0,-1.0
zuconi,1.0,0.0,-1.0
zuerini bragadin,1.0,0.0,-1.0
zugno,1.0,2.0,1.0
zulian,25.0,0.0,-25.0
zuliani,21.0,19.0,-2.0
zullian,1.0,0.0,-1.0
zupana,1.0,0.0,-1.0
zuppana,4.0,0.0,-4.0
zurlin,4.0,0.0,-4.0
zustignan,1.0,0.0,-1.0
zustinian,38.0,27.0,-11.0
zusto,20.0,14.0,-6.0
abendana,0.0,4.0,4.0
abis,0.0,4.0,4.0
accerboni,0.0,1.0,1.0
acciajoli,0.0,2.0,2.0
acenti,0.0,3.0,3.0
acerboni,0.0,18.0,18.0
acqua,0.0,1.0,1.0
adami,0.0,2.0,2.0
aeiajoli,0.0,1.0,1.0
agazzi lazzari,0.0,1.0,1.0
aglina,0.0,1.0,1.0
agnelleti,0.0,1.0,1.0
agostinazzi,0.0,1.0,1.0
agostini,0.0,2.0,2.0
albengo,0.0,10.0,10.0
alberghetti,0.0,7.0,7.0
albergoni mengoto,0.0,3.0,3.0
albrizzi baglioni,0.0,2.0,2.0
albrizzi bagolino,0.0,1.0,1.0
alcaini,0.0,4.0,4.0
alemani,0.0,1.0,1.0
alessandri,0.0,3.0,3.0
alessandrini,0.0,2.0,2.0
alessio,0.0,8.0,8.0
alghisi,0.0,2.0,2.0
alibrante,0.0,2.0,2.0
allegrini,0.0,4.0,4.0
almeda levi,0.0,6.0,6.0
almerigo,0.0,1.0,1.0
alozzi,0.0,1.0,1.0
altana,0.0,2.0,2.0
ama dio,0.0,1.0,1.0
amadei,0.0,1.0,1.0
amalteo,0.0,1.0,1.0
amati,0.0,1.0,1.0
amati rota,0.0,1.0,1.0
ambrosi loris,0.0,3.0,3.0
ambrosi milesi,0.0,2.0,2.0
amorosi,0.0,1.0,1.0
ancillo,0.0,4.0,4.0
ancilotto,0.0,1.0,1.0
andreato,0.0,1.0,1.0
andreghetti,0.0,4.0,4.0
andreola,0.0,6.0,6.0
andreoleti,0.0,2.0,2.0
andrigheti,0.0,4.0,4.0
andrighetti,0.0,7.0,7.0
andrioli,0.0,2.0,2.0
andrusiana,0.0,2.0,2.0
angarani,0.0,1.0,1.0
angeli beltramelli,0.0,1.0,1.0
angonia fereti,0.0,3.0,3.0
ansoissio,0.0,2.0,2.0
ansorsio,0.0,1.0,1.0
antelmi cigureo,0.0,1.0,1.0
antelmi orio,0.0,2.0,2.0
antipa,0.0,3.0,3.0
antoneti nadalini,0.0,1.0,1.0
antoni,0.0,1.0,1.0
antoniassi,0.0,2.0,2.0
antoniassi diodato,0.0,2.0,2.0
antoniazzi diodato,0.0,1.0,1.0
antonini,0.0,2.0,2.0
anziati,0.0,4.0,4.0
apollonio,0.0,1.0,1.0
appoloni,0.0,2.0,2.0
appostoli,0.0,7.0,7.0
aprile,0.0,2.0,2.0
aragoni,0.0,3.0,3.0
archetti,0.0,4.0,4.0
arigonii,0.0,1.0,1.0
armacor,0.0,1.0,1.0
armano,0.0,6.0,6.0
armati zanchi,0.0,2.0,2.0
arme,0.0,1.0,1.0
arnaldi,0.0,14.0,14.0
artelli,0.0,1.0,1.0
artemisi,0.0,1.0,1.0
artiga,0.0,1.0,1.0
asprea,0.0,2.0,2.0
astasio,0.0,1.0,1.0
astori cabrini,0.0,1.0,1.0
attimis,0.0,3.0,3.0
avanzeti,0.0,1.0,1.0
avanzetti,0.0,2.0,2.0
avanzi,0.0,3.0,3.0
avanzini,0.0,2.0,2.0
avanzo,0.0,3.0,3.0
averoldi,0.0,1.0,1.0
avogado,0.0,1.0,1.0
avogadro,0.0,1.0,1.0
avvanzetti,0.0,6.0,6.0
azamar,0.0,2.0,2.0
azeman,0.0,1.0,1.0
azemarel,0.0,1.0,1.0
azeo,0.0,2.0,2.0
azzi,0.0,2.0,2.0
azzo rota badoer,0.0,1.0,1.0
azzo rota costantini,0.0,1.0,1.0
azzo rota sette,0.0,1.0,1.0
azzo rotu' costantini,0.0,3.0,3.0
azzoni,0.0,1.0,1.0
bacanello,0.0,4.0,4.0
baccanello,0.0,1.0,1.0
baccolo,0.0,1.0,1.0
bachi,0.0,7.0,7.0
bada,0.0,1.0,1.0
badetta,0.0,1.0,1.0
badoer barbaro,0.0,3.0,3.0
bagagia,0.0,2.0,2.0
bagaglia,0.0,2.0,2.0
bagatella,0.0,1.0,1.0
bagolin,0.0,3.0,3.0
bagotto,0.0,3.0,3.0
bagozzi macacari,0.0,3.0,3.0
bai,0.0,1.0,1.0
balbi angaran,0.0,6.0,6.0
balbi barbarigo,0.0,1.0,1.0
balbi canal,0.0,1.0,1.0
balbi mosca,0.0,1.0,1.0
balbi tasca,0.0,1.0,1.0
balbi valier,0.0,3.0,3.0
balci,0.0,1.0,1.0
baldini,0.0,1.0,1.0
baldovini,0.0,1.0,1.0
balevin,0.0,3.0,3.0
balico,0.0,4.0,4.0
ballotta,0.0,1.0,1.0
balzi,0.0,2.0,2.0
balzzi,0.0,2.0,2.0
banchieri,0.0,2.0,2.0
bane,0.0,3.0,3.0
bannoni,0.0,1.0,1.0
bao,0.0,2.0,2.0
barachi,0.0,3.0,3.0
baraiter,0.0,6.0,6.0
barati,0.0,1.0,1.0
barazzutti,0.0,1.0,1.0
barbaria,0.0,7.0,7.0
barbarigo de simoni,0.0,3.0,3.0
barbarigo muja,0.0,1.0,1.0
barbaro battaggia,0.0,1.0,1.0
barberi,0.0,1.0,1.0
barbetta,0.0,3.0,3.0
barbieri,0.0,21.0,21.0
barbieri morosini,0.0,3.0,3.0
barbieri salis,0.0,2.0,2.0
barcegnan seriman,0.0,3.0,3.0
barcelli,0.0,2.0,2.0
bardese,0.0,3.0,3.0
bardini,0.0,2.0,2.0
barella,0.0,1.0,1.0
barella seriman,0.0,1.0,1.0
barena,0.0,3.0,3.0
barenghe,0.0,1.0,1.0
barenghi,0.0,1.0,1.0
baretini,0.0,1.0,1.0
barichi,0.0,2.0,2.0
barili,0.0,3.0,3.0
baroncelli ferraresi,0.0,1.0,1.0
baroncello,0.0,2.0,2.0
baronelli,0.0,1.0,1.0
baroni,0.0,9.0,9.0
barozzi cappello,0.0,1.0,1.0
barsella,0.0,2.0,2.0
bartolini,0.0,1.0,1.0
barziza,0.0,4.0,4.0
barziza berlendis,0.0,3.0,3.0
barzizza,0.0,5.0,5.0
basadonna marcello,0.0,6.0,6.0
basi pratarol,0.0,1.0,1.0
basida,0.0,2.0,2.0
basido,0.0,1.0,1.0
basiglio,0.0,3.0,3.0
basiglio camozzi,0.0,2.0,2.0
basili,0.0,1.0,1.0
basilico',0.0,1.0,1.0
bassagia,0.0,3.0,3.0
bassaglia,0.0,1.0,1.0
bassan,0.0,2.0,2.0
bassinello,0.0,4.0,4.0
bastesini,0.0,4.0,4.0
baston,0.0,1.0,1.0
bataggia belloni morosini,0.0,1.0,1.0
batagia,0.0,2.0,2.0
bataglia,0.0,3.0,3.0
bataja,0.0,1.0,1.0
batistiol,0.0,2.0,2.0
battaggia belloni,0.0,1.0,1.0
battaggia belloni morosini,0.0,1.0,1.0
battaggia morosini,0.0,1.0,1.0
battagia beloni,0.0,1.0,1.0
battaglia beloni morosini,0.0,3.0,3.0
battaglia bettoni morosini,0.0,4.0,4.0
battella,0.0,1.0,1.0
battifoglia,0.0,1.0,1.0
battistini,0.0,1.0,1.0
battistiol,0.0,3.0,3.0
becher,0.0,1.0,1.0
bedeschi,0.0,6.0,6.0
bedeschi capellan,0.0,1.0,1.0
bedin,0.0,1.0,1.0
begnia,0.0,1.0,1.0
belfi,0.0,1.0,1.0
bellati,0.0,2.0,2.0
bellavita,0.0,3.0,3.0
bellavita todesco,0.0,2.0,2.0
bellemo,0.0,1.0,1.0
belletata,0.0,1.0,1.0
belli,0.0,10.0,10.0
belloni,0.0,1.0,1.0
belloni battaglia,0.0,6.0,6.0
belloto,0.0,1.0,1.0
beloti,0.0,2.0,2.0
belotti,0.0,3.0,3.0
beltrame,0.0,1.0,1.0
beltramelli,0.0,11.0,11.0
beluvich,0.0,1.0,1.0
beluzzi,0.0,1.0,1.0
bembo boldù,0.0,2.0,2.0
bembo de medici,0.0,7.0,7.0
bendussi,0.0,6.0,6.0
beneco,0.0,6.0,6.0
benedetti pomoni,0.0,1.0,1.0
benetasso,0.0,1.0,1.0
beneti,0.0,2.0,2.0
benici,0.0,1.0,1.0
benotti,0.0,1.0,1.0
bensi zecchini,0.0,2.0,2.0
bentivoglio,0.0,4.0,4.0
bentivoglio venier,0.0,5.0,5.0
benzi zecchini,0.0,5.0,5.0
benzoni,0.0,3.0,3.0
berabo,0.0,1.0,1.0
berco,0.0,1.0,1.0
bereta,0.0,1.0,1.0
beretello,0.0,1.0,1.0
berganti,0.0,1.0,1.0
berlendia berchet,0.0,1.0,1.0
berlendis barziza,0.0,2.0,2.0
berlendis contarini,0.0,3.0,3.0
berlevi,0.0,1.0,1.0
bernesan biasuti,0.0,1.0,1.0
berretta,0.0,1.0,1.0
bertacina,0.0,1.0,1.0
bertelli,0.0,3.0,3.0
berten,0.0,6.0,6.0
berteri,0.0,1.0,1.0
berti fracasso,0.0,9.0,9.0
bertignaza,0.0,1.0,1.0
bertignazza,0.0,1.0,1.0
bertoli,0.0,5.0,5.0
bertoli manzoni,0.0,2.0,2.0
bertolini,0.0,3.0,3.0
betti,0.0,1.0,1.0
bettio,0.0,3.0,3.0
bettoni grassi,0.0,2.0,2.0
bevilacqua comacchio,0.0,1.0,1.0
bezza,0.0,2.0,2.0
biancardi,0.0,2.0,2.0
bianchini d.,0.0,2.0,2.0
bianza,0.0,6.0,6.0
bianza gradenigo,0.0,5.0,5.0
biaseti,0.0,1.0,1.0
biasetti,0.0,2.0,2.0
biasiuti,0.0,6.0,6.0
biasuti,0.0,1.0,1.0
biasutti,0.0,1.0,1.0
bichiacchi,0.0,3.0,3.0
bigaglia,0.0,1.0,1.0
bignardi,0.0,2.0,2.0
binetti,0.0,3.0,3.0
biondetti,0.0,1.0,1.0
biretti,0.0,1.0,1.0
bischuchia,0.0,2.0,2.0
biscuchia,0.0,1.0,1.0
bissa,0.0,1.0,1.0
bissano,0.0,1.0,1.0
bissoni,0.0,1.0,1.0
blasto',0.0,3.0,3.0
boari,0.0,4.0,4.0
bocarin,0.0,1.0,1.0
bocchiali,0.0,1.0,1.0
bocchini,0.0,2.0,2.0
bochetti,0.0,1.0,1.0
bochi,0.0,1.0,1.0
bodigioni conti,0.0,2.0,2.0
bodio,0.0,1.0,1.0
boemo,0.0,1.0,1.0
boerio,0.0,6.0,6.0
bolani venier fonte,0.0,1.0,1.0
boldrin,0.0,4.0,4.0
boldrini,0.0,1.0,1.0
boldu',0.0,45.0,45.0
boldu' lion,0.0,1.0,1.0
boldù,0.0,17.0,17.0
bomba,0.0,1.0,1.0
bombarda,0.0,2.0,2.0
bon giustinian,0.0,1.0,1.0
bon poli,0.0,1.0,1.0
bon soranzo,0.0,1.0,1.0
bona provini,0.0,1.0,1.0
bonacina,0.0,4.0,4.0
bonadei,0.0,5.0,5.0
bonagiuti,0.0,1.0,1.0
bonagli rugeri,0.0,4.0,4.0
bonagrazia,0.0,3.0,3.0
bonassina,0.0,3.0,3.0
bonassina manzoni,0.0,1.0,1.0
bonatelli,0.0,1.0,1.0
bonati,0.0,1.0,1.0
bonavida,0.0,2.0,2.0
boncompagni,0.0,1.0,1.0
bondoner pisani,0.0,1.0,1.0
bondunier,0.0,3.0,3.0
bone,0.0,2.0,2.0
boneti,0.0,1.0,1.0
boneti brunelli,0.0,5.0,5.0
bonetti,0.0,14.0,14.0
bonfadini minelli,0.0,2.0,2.0
bonferro,0.0,1.0,1.0
bonicelli bolani,0.0,4.0,4.0
bonifazio,0.0,2.0,2.0
boniotti,0.0,4.0,4.0
bonis,0.0,5.0,5.0
bonlini renier dalmet,0.0,1.0,1.0
bonomio,0.0,1.0,1.0
bononi,0.0,2.0,2.0
bontempi,0.0,7.0,7.0
bontempo gradenigo,0.0,13.0,13.0
bontina,0.0,2.0,2.0
bonvecchiato,0.0,5.0,5.0
bonvicini griti,0.0,7.0,7.0
bonvicini gritti,0.0,15.0,15.0
boraleri,0.0,1.0,1.0
boralevi,0.0,3.0,3.0
bordes,0.0,2.0,2.0
borghesallo,0.0,1.0,1.0
borghetti,0.0,6.0,6.0
borghi,0.0,1.0,1.0
borina,0.0,1.0,1.0
borini,0.0,7.0,7.0
borio,0.0,1.0,1.0
borlini,0.0,1.0,1.0
boromeo,0.0,2.0,2.0
borromeo,0.0,1.0,1.0
borsoti,0.0,1.0,1.0
bortolamiello,0.0,1.0,1.0
bortoleti,0.0,4.0,4.0
bortoli,0.0,4.0,4.0
bortoli roncan,0.0,1.0,1.0
bortolini,0.0,1.0,1.0
bortoloto,0.0,1.0,1.0
bosa,0.0,2.0,2.0
bosato,0.0,1.0,1.0
boscheti,0.0,1.0,1.0
bosco,0.0,1.0,1.0
boscovich,0.0,3.0,3.0
bossi,0.0,54.0,54.0
botoli,0.0,2.0,2.0
botolotti,0.0,1.0,1.0
botolovi,0.0,2.0,2.0
bottari,0.0,1.0,1.0
botti,0.0,2.0,2.0
bovicini gritti,0.0,1.0,1.0
bozzi,0.0,1.0,1.0
bozzo,0.0,1.0,1.0
brache',0.0,2.0,2.0
bradamante,0.0,3.0,3.0
bragadin corner,0.0,2.0,2.0
bragadin costantin,0.0,6.0,6.0
bragadini,0.0,1.0,1.0
bragatino,0.0,1.0,1.0
bragatto,0.0,2.0,2.0
braider,0.0,1.0,1.0
branchini,0.0,1.0,1.0
brandennate,0.0,1.0,1.0
brandolin,0.0,1.0,1.0
braoeti,0.0,1.0,1.0
braschi morosini,0.0,3.0,3.0
brasuich,0.0,1.0,1.0
brati,0.0,1.0,1.0
brazza,0.0,3.0,3.0
brazzi,0.0,1.0,1.0
breda,0.0,2.0,2.0
bresciani,0.0,1.0,1.0
bressanin,0.0,4.0,4.0
brini,0.0,3.0,3.0
brombilla,0.0,3.0,3.0
brun,0.0,1.0,1.0
brunato,0.0,2.0,2.0
brunelli tiossi,0.0,1.0,1.0
brunello,0.0,14.0,14.0
brusacerame,0.0,1.0,1.0
brussa,0.0,2.0,2.0
buccella,0.0,2.0,2.0
bucci,0.0,1.0,1.0
buchi,0.0,3.0,3.0
bucinello,0.0,1.0,1.0
bujarovich,0.0,4.0,4.0
bujovich,0.0,15.0,15.0
buldu',0.0,1.0,1.0
buontempo gradenigo,0.0,1.0,1.0
burci,0.0,1.0,1.0
burella sarmazia,0.0,3.0,3.0
burinello,0.0,2.0,2.0
busca lion,0.0,1.0,1.0
busetto,0.0,2.0,2.0
busi,0.0,3.0,3.0
busida,0.0,10.0,10.0
businello,0.0,21.0,21.0
businoni,0.0,1.0,1.0
bussato,0.0,2.0,2.0
bussella,0.0,1.0,1.0
bustasi,0.0,3.0,3.0
butacalice,0.0,2.0,2.0
butacalize,0.0,3.0,3.0
butta,0.0,1.0,1.0
cabianca,0.0,3.0,3.0
cademo,0.0,2.0,2.0
cadenella,0.0,1.0,1.0
cadognola leoni,0.0,2.0,2.0
cadorin,0.0,2.0,2.0
caffari,0.0,1.0,1.0
cagliari,0.0,2.0,2.0
cagliari fantinelli,0.0,3.0,3.0
cagnini,0.0,2.0,2.0
cajmo,0.0,1.0,1.0
caldiera,0.0,20.0,20.0
caldonazzo,0.0,1.0,1.0
calegera foscarini,0.0,1.0,1.0
caliari fantinelli,0.0,4.0,4.0
calichipoli,0.0,2.0,2.0
califfe,0.0,1.0,1.0
calliari fantinelli,0.0,14.0,14.0
calogera',0.0,7.0,7.0
calogera' foscarini,0.0,13.0,13.0
calura,0.0,2.0,2.0
calvi manzoni,0.0,3.0,3.0
calvi savoldello,0.0,1.0,1.0
calvo grota,0.0,1.0,1.0
calzavara,0.0,1.0,1.0
calzon,0.0,3.0,3.0
camauli,0.0,3.0,3.0
camerata,0.0,16.0,16.0
caminarovich,0.0,6.0,6.0
caminarovik,0.0,2.0,2.0
camossoni,0.0,2.0,2.0
camozzo,0.0,1.0,1.0
campeis,0.0,2.0,2.0
canal morosini,0.0,3.0,3.0
canal priuli,0.0,1.0,1.0
canale,0.0,3.0,3.0
candoni,0.0,2.0,2.0
canella,0.0,4.0,4.0
canestrari,0.0,1.0,1.0
cannal,0.0,5.0,5.0
cannonici,0.0,2.0,2.0
canofia vincenti,0.0,2.0,2.0
cansian,0.0,1.0,1.0
cantaruto,0.0,4.0,4.0
cantarutti,0.0,1.0,1.0
cantoni,0.0,17.0,17.0
cantu',0.0,8.0,8.0
canziani,0.0,2.0,2.0
capelari,0.0,5.0,5.0
capellan,0.0,1.0,1.0
capellari,0.0,15.0,15.0
capellis,0.0,4.0,4.0
capitanachi,0.0,2.0,2.0
capitanio,0.0,6.0,6.0
capon,0.0,3.0,3.0
capovilla,0.0,4.0,4.0
capparocca,0.0,2.0,2.0
cappello battagia,0.0,2.0,2.0
cappello malipiero,0.0,8.0,8.0
cappelo,0.0,1.0,1.0
caprita,0.0,1.0,1.0
capuzzo,0.0,6.0,6.0
caratin,0.0,1.0,1.0
carboni,0.0,1.0,1.0
carcano,0.0,1.0,1.0
cardani,0.0,2.0,2.0
cardazzo,0.0,2.0,2.0
caregiani,0.0,2.0,2.0
carenghe,0.0,2.0,2.0
carer,0.0,3.0,3.0
caresana rotta,0.0,7.0,7.0
caretta,0.0,2.0,2.0
caretti,0.0,3.0,3.0
cargnelli,0.0,1.0,1.0
caricchiopoli,0.0,1.0,1.0
cariotti,0.0,2.0,2.0
carissimi,0.0,1.0,1.0
carissimi zanchi,0.0,4.0,4.0
carita',0.0,1.0,1.0
carli rubbi,0.0,7.0,7.0
carlin,0.0,1.0,1.0
carloni,0.0,2.0,2.0
carlotti zen,0.0,1.0,1.0
carminati avogadro,0.0,1.0,1.0
carniel legrenzi,0.0,2.0,2.0
carnio,0.0,4.0,4.0
carnis,0.0,2.0,2.0
carobio,0.0,3.0,3.0
caroboli,0.0,1.0,1.0
carraba,0.0,2.0,2.0
carraro,0.0,4.0,4.0
cartelli,0.0,1.0,1.0
carvaglio,0.0,3.0,3.0
casalari,0.0,1.0,1.0
casaretti,0.0,1.0,1.0
casarota,0.0,2.0,2.0
casaroto diedo,0.0,3.0,3.0
casati,0.0,3.0,3.0
cassini,0.0,2.0,2.0
castelli vanaxel,0.0,2.0,2.0
cataneo,0.0,14.0,14.0
cati,0.0,2.0,2.0
catonari,0.0,14.0,14.0
cattari,0.0,1.0,1.0
cattasio,0.0,1.0,1.0
cavagiani,0.0,1.0,1.0
cavalari,0.0,3.0,3.0
cavaliera,0.0,1.0,1.0
cavalieri,0.0,3.0,3.0
cavalini,0.0,6.0,6.0
cavallari,0.0,3.0,3.0
cavallina,0.0,1.0,1.0
cavallini,0.0,1.0,1.0
cavazza,0.0,3.0,3.0
cavazzi,0.0,1.0,1.0
cavenago,0.0,3.0,3.0
cavoco,0.0,1.0,1.0
cazzati,0.0,1.0,1.0
celebrini,0.0,13.0,13.0
cenagin,0.0,2.0,2.0
cenarin,0.0,1.0,1.0
ceponi,0.0,3.0,3.0
cera,0.0,1.0,1.0
ceri,0.0,1.0,1.0
ceriman,0.0,3.0,3.0
cero,0.0,1.0,1.0
ceroni solari,0.0,4.0,4.0
ceroti vitturi,0.0,2.0,2.0
cerotti,0.0,1.0,1.0
ceruti,0.0,1.0,1.0
cesana conti,0.0,14.0,14.0
cesaro,0.0,1.0,1.0
ceseletti,0.0,1.0,1.0
ceser,0.0,1.0,1.0
checchia,0.0,1.0,1.0
checcia,0.0,1.0,1.0
chechel zorzetto,0.0,5.0,5.0
chelmi,0.0,1.0,1.0
cherubini,0.0,2.0,2.0
chia,0.0,1.0,1.0
chiaraba,0.0,2.0,2.0
chiato,0.0,2.0,2.0
chiavito',0.0,1.0,1.0
chichisiola,0.0,1.0,1.0
chimotto,0.0,1.0,1.0
chinchio,0.0,2.0,2.0
chinetti,0.0,1.0,1.0
chioelolo,0.0,1.0,1.0
chioti franco,0.0,1.0,1.0
chiribiri,0.0,4.0,4.0
chiucussi,0.0,4.0,4.0
chiurloto,0.0,4.0,4.0
chizzali,0.0,1.0,1.0
chizzalli,0.0,4.0,4.0
chrich,0.0,1.0,1.0
ciato,0.0,14.0,14.0
ciatto,0.0,4.0,4.0
cibele,0.0,2.0,2.0
cicelli,0.0,2.0,2.0
ciciliani,0.0,1.0,1.0
cicogna foscarini,0.0,3.0,3.0
cigogna foscarini,0.0,3.0,3.0
cimaroli,0.0,1.0,1.0
cinghiali,0.0,2.0,2.0
ciola marchesi,0.0,1.0,1.0
cisco,0.0,2.0,2.0
cisi,0.0,2.0,2.0
cittello,0.0,1.0,1.0
civran contarini,0.0,9.0,9.0
clario,0.0,2.0,2.0
clavenna,0.0,1.0,1.0
coa,0.0,3.0,3.0
coa mazzoleni,0.0,1.0,1.0
cobellini,0.0,1.0,1.0
cobres,0.0,8.0,8.0
cocalin,0.0,1.0,1.0
cocoli,0.0,2.0,2.0
codemo,0.0,1.0,1.0
codognato,0.0,11.0,11.0
coen porto,0.0,7.0,7.0
coffolin,0.0,1.0,1.0
coladaro,0.0,1.0,1.0
colalto camerata,0.0,8.0,8.0
colavella,0.0,1.0,1.0
colbertaldo,0.0,3.0,3.0
coledani,0.0,25.0,25.0
coleti,0.0,2.0,2.0
cologna,0.0,1.0,1.0
colomba,0.0,2.0,2.0
colombo milesi,0.0,1.0,1.0
coloti,0.0,1.0,1.0
colpo,0.0,1.0,1.0
coludrovich,0.0,1.0,1.0
colussi,0.0,1.0,1.0
coluzzi,0.0,3.0,3.0
comarollo,0.0,1.0,1.0
comarolo,0.0,2.0,2.0
comarotto,0.0,1.0,1.0
comello,0.0,4.0,4.0
comiani calegari,0.0,2.0,2.0
comiccioli,0.0,1.0,1.0
comici,0.0,1.0,1.0
comina,0.0,1.0,1.0
cominoti,0.0,4.0,4.0
comizzioli,0.0,1.0,1.0
compagnon,0.0,1.0,1.0
concina,0.0,1.0,1.0
condestaulo,0.0,4.0,4.0
condolmer zorzi,0.0,1.0,1.0
condulmer loredan,0.0,1.0,1.0
coner,0.0,4.0,4.0
coner duodo,0.0,3.0,3.0
confurtunati,0.0,1.0,1.0
connegliano,0.0,9.0,9.0
conomo,0.0,1.0,1.0
consigli,0.0,2.0,2.0
contarin correr,0.0,3.0,3.0
contarini corer,0.0,2.0,2.0
contarini correr,0.0,4.0,4.0
contarini correr diedo,0.0,1.0,1.0
contarini da mula,0.0,2.0,2.0
contarini da mula ocenigo,0.0,1.0,1.0
contarini damula mocenigo,0.0,2.0,2.0
contarini diedo correr,0.0,4.0,4.0
contarini fracassetti,0.0,2.0,2.0
contarini martinengo,0.0,3.0,3.0
contarini mocenigo damila,0.0,1.0,1.0
contarini mocenigo damula,0.0,4.0,4.0
contarini sivran,0.0,1.0,1.0
contarini venier,0.0,17.0,17.0
contarini zelio,0.0,2.0,2.0
conti,0.0,6.0,6.0
conti cesana,0.0,2.0,2.0
conto,0.0,1.0,1.0
conz,0.0,2.0,2.0
conzina,0.0,5.0,5.0
copeta,0.0,1.0,1.0
coradini,0.0,3.0,3.0
coratelli,0.0,1.0,1.0
corbellini,0.0,1.0,1.0
corbolin,0.0,7.0,7.0
coredano,0.0,1.0,1.0
corena,0.0,1.0,1.0
cornelia,0.0,3.0,3.0
cornelio,0.0,1.0,1.0
corner bravetti,0.0,2.0,2.0
corner duodo,0.0,4.0,4.0
corner giustinian,0.0,9.0,9.0
corner giustiniani,0.0,2.0,2.0
corner grimani,0.0,5.0,5.0
corner loredan,0.0,5.0,5.0
corner mocenigo,0.0,14.0,14.0
corner priuli,0.0,1.0,1.0
corner renier,0.0,26.0,26.0
corniani algareti,0.0,2.0,2.0
correr contarini,0.0,5.0,5.0
correr marcello,0.0,3.0,3.0
correr pesaro,0.0,1.0,1.0
correr renier,0.0,1.0,1.0
corsana,0.0,1.0,1.0
corso patella,0.0,1.0,1.0
corsotto,0.0,1.0,1.0
corti,0.0,1.0,1.0
corticelli,0.0,1.0,1.0
cortinovis,0.0,6.0,6.0
cortonovich,0.0,2.0,2.0
cossa,0.0,1.0,1.0
cossati,0.0,2.0,2.0
cossetti,0.0,7.0,7.0
cossovik,0.0,1.0,1.0
costantin,0.0,2.0,2.0
cotei,0.0,1.0,1.0
cottoni,0.0,4.0,4.0
covera,0.0,1.0,1.0
cracovia,0.0,3.0,3.0
crascini,0.0,1.0,1.0
cremona,0.0,1.0,1.0
cremonese,0.0,2.0,2.0
crepaz,0.0,1.0,1.0
crescini,0.0,1.0,1.0
cresiafida,0.0,4.0,4.0
crespini,0.0,2.0,2.0
cressini,0.0,1.0,1.0
cristina,0.0,4.0,4.0
cristinelli,0.0,2.0,2.0
