owner_family_name,building_functions
loredan,"casa,casa,bottega, casa,bottega,magazzeno,casa, squero,casa,casetta,casa,casetta,casetta,casetta,casa,casetta,casa,casa,casa,casa,casa,bottega, casa,bottega,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,bottega,casa,casa,casa,bottega, casa,casa,casa,magazzeno,casa,bottega, casa,bottega, casa,bottega, casa, pollaio,casa,casa,bottega, casa,casa,casa,casa, casetta,casa, casetta,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,bottega,bottega, casa,casa,casa,bottega, casa,bottega,casa,terreno,casa,casa,casa,casa,terreno,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa, forno,magazzeno,casa,casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,magazzeno,bottega, casa,forno,bottega, casa, magazzeno,bottega, casa,casa,bottega,casa, portico,bottega, casa,bottega, casa,casa,bottega,casa,casetta,appartamento, casa,appartamento, casa,casa,appartamento, casa,bottega, casa,bottega,bottega, casa,bottega,bottega, casa,bottega,bottega,casetta,casa,casetta,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa"
loredan belegno,"bottega, casa,casa"
loredan imberti,"bottega,casa,casa,casa,camera"
loredan inberti,casa
loredan priuli,casa
loredan rosini,casa
loredan ruzini,"casa,casa,casa"
loredan ruzini priuli,"appartamento,casetta,appartamento,appartamento,appartamento,appartamento,casetta,casa,appartamento,appartamento,casa,casa,casetta,casa"
loredan ruzzini,"casetta,bottega"
loredan ruzzini priuli,"casa,casa,casa,casa,appartamento,bottega, casetta,casa,bottega,casetta"
loredana,"casa,bottega, magazzeno"
lorenda ruzzini,magazzeno
lorenzi,casa
loria,casa
loschi,casa
lotti,"casa,casa,casa,casa,bottega, casa,casa"
lotto,"casa,casa"
loza,"casa,casa"
luca,"casa,bottega, casa,casa,casa"
lucatello,"appartamento, casa,appartamento, casa,casa"
lucelli,"casa,casa"
luchetta,"casa,casa"
lugana,"bottega, casa,bottega, casa"
lupichi,casa
luzato,"magazzeno,casa"
luzina,casetta
macano,casa
macarini,"bottega, casa"
macarini petriceli,terreno
maccarini,"casa,casa"
maccato,casa
macetti reggia,volta
maderini,"casa, magazzeno, squero"
maderni,"bottega,casa,bottega,casa,casa"
maestro,casa
mafetti,casetta
maffeti,casa
maffetti,"casa,casa,casa,casa,casa,casa,casa,casa,casa, orto,casa, orto,casa, orto,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa, forno,appartamento, casa,appartamento, casa,bottega, volta,casa,casa,magazzeno,bottega, volta,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,bottega, caffe,volta,magazzeno,casa,bottega, casa,bottega, casa"
maffettu,casa
maffioletti,casa
maggetti,casa
magnain,casa
magnavin,"casa,casa"
magnazin,casa
magno,"casa,casa,casa,casa,casa,casa,casa,casa,casa, orto,casa,casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,casa,bottega, casa,casa,casetta,casetta,casa,casa,casa,bottega,casa,casa,casa,casa,magazzeno,appartamento, casa,magazzeno,magazzeno,casa,casa,bottega, casa,casa,casa,casa,casa,casa"
magri,casa
maino,"bottega, casa"
maisette,"bottega, casa"
malacarne,"casa,casa,casa,casa,casa,casa,bottega,casa,casa"
malapano,casa
malipierio,"casa,casetta"
malipiero,"bottega, casa,bottega,appartamento, casa,casa,casetta,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,bottega,bottega,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,bottega, casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa, terreno,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega, casa,bottega, casa,bottega, casa,casa,bottega, portico,bottega,casa,chiesa,casa,casetta,casetta,casa,casa,casa"
malipiero balbi,"casetta,casetta,casetta,casetta,casa"
malipiero barbarigo,"casa,casa,casa,casa"
malipiero caotorda,bottega
malipiero caotorta,"casa,casa,casa"
malipiero cocco,casa
malipiero cocho,"casa,casetta"
malipiero falier corner,"bottega, volta"
malipiero gritti,"casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa, casetta,bottega, casa"
malipiero gritti terzi,bottega
malipiero lipamano,casa
malipiero lipomano,"casa,casa"
malo,"bottega, casa,casa,casa,casa"
maloselo,bottega
malvicini,"casa,casa,magazzeno,casetta,casa"
manaigo,"casa,casa,casa"
manarini,casa
mandelli,"casa,casa"
mandolin,"casa,bottega"
manera,casa
manfredi,casa
manfrin,"bottega,casa,casa"
manfroto,casa
manfrotto,"bottega,casa,bottega"
manin,"casa,casa,bottega,bottega,bottega, casa,camera,casa,casa,casa,casa,bottega,casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa"
manoleso,"casetta,casa"
manolesso,"casa,casa,casa,bottega, casa, corto,casetta,casa,casa,casa,casetta,casetta,casa,casetta,casetta,casetta,casetta,casa,casetta,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,bottega, casa,bottega, casa,giardino,casa,casa,bottega, casa,bottega, casa,bottega,casa,bottega,magazzeno,casa,casa,casa,casa,casa,casa,magazzeno,bottega"
manzini,casa
manzoni,"appartamento, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa"
manzonio,"casa,casa"
marana,volta
marangoni,bottega
marassi marconi,"camera, casa,casa"
marca renier,casa
marcelini,casa
marcella,"casa,casa"
marcello,"casa,bottega, casa,casa,casa,casa,casetta,bottega, casa,casa,casa,bottega,casetta,casa,casetta,bottega,bottega,bottega,casa,casa,casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casa,casa,casa,bottega,bottega,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,appartamento,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,bottega, volta,bottega, volta,casa,bottega, casa,bottega, casetta,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casetta,casetta,casa,casa,casa,bottega,bottega,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa"
marcello steffani,"bottega, volta"
marchain,casa
marchesati,"casa,casa,casa,casetta,casetta,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,magazzeno,magazzeno,casa"
marchesi,"casa,appartamento, casa,appartamento, casa,casetta,bottega, casetta,volta,bottega,casa"
marchesi pogna,"bottega, casa"
marchesini,"bottega, casa"
marchetti,"casa,casa"
marchiate,casa
marchioni lavesi,appartamento
marchiori,bottega
marci,"bottega, casa"
marcoleoni,casa
marcolini,casa
marconi,"casa,casa"
maretti,casa
marfin,bottega
mariani,bottega
marin,"appartamento,casa"
marin malipiero,"casa,casa,casa,casa,magazzeno"
marinali,casa
marini,"casa,appartamento,casetta,casa,casa,casa,casa,casa,casa"
marinoni,"bottega, casa,casa,casa,casa,casa,casa,casa,casa,bottega, pollaio,casa,casa,bottega"
marioni,"casa,casa,casa,casa,casa,casa,casa,casa,casa, forno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
maron,casa
marozin,bottega
marsari,casa
martenengo,"bottega, casa"
martinelli,"casa,casa,casa,bottega,casa,casa,forno,casa,bottega"
martinengo,"casa,bottega, casa,casa,bottega, casa,bottega, casa,casa,camera, casa,camera, casa,casa,casa"
martinengo cesareschi,casa
martini,"casa,casa,casa,casa,casa,casa,bottega,bottega, camera"
martinovichi,casa
marussi,casa
maruzzi,"bottega,bottega, casa,bottega,bottega,bottega"
marzelli,"bottega, casa"
marzello,"casa,casa,casa,casa,casa"
masari,"casa,casa"
masca,bottega
mascherati,casa
maschi,"casa,casa,casa,bottega"
masini,"casa,casetta,casa"
massa,casa
massari,"casa,casa,casa,casa"
massarini,"casa,appartamento, casa,appartamento, casa,magazzeno,magazzeno,casa,casa"
massoni,casa
mastini,"bottega, casa,casetta"
mattacini,casa
mazo,"magazzeno,magazzeno"
mazza,"casa,bottega,casa,casa"
mazzari,magazzeno
mazzaroli,casa
mazzeti,casa
mazzetti,"casa,casa,casa,bottega,bottega"
mazzo,"casa,bottega"
mazzocchi,"casa,casa,bottega,casa,casa,casa"
mazzocco,"bottega,bottega"
mazzoleni,"casa,bottega,casa"
mazzoni,"bottega,casa"
medina,casa
melchioni,casetta
melchiori,"bottega, casa"
melchiori benedetti,casa
membrin,casa
memmo,"bottega, casa"
memo,"casa,casa,casa,bottega, casa,casa,bottega, casa,casa,bottega, casa,casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa, porta,bottega, casa,casa,casa, squero,casa,casa,casa,bottega, casa,casetta,casa,casetta,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,bottega,volta,bottega, magazzeno, volta,casa,casa"
memo molin,"magazzeno,appartamento, casetta,appartamento, casetta,appartamento"
meneguz,"bottega, casa"
menin,bottega
menini armati,"bottega, casa"
meri,bottega
merini,casa
merlo,"bottega,casa"
metasalo,appartamento
mezani,casa
miani,"casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,bottega, casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casa,casa,casa,casa,casa,casetta,casa,casa,casetta,casetta"
miani martinelli,"bottega, casa"
micheli,bottega
michetti,"bottega, casa"
michiel,"casa,casa,casa,appartamento,appartamento,appartamento,appartamento,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casa, giardino,casetta,casetta,casetta,casetta,casetta,bottega, casetta,orto, palazzo,casetta,casetta,casa,casa,casa,casetta,bottega, casa,casa,casa,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,bottega, casa,bottega,bottega, casa,bottega, casa,casa,casa,casa,bottega,casa,bottega, casa,bottega,casa,bottega,bottega,bottega,casa,bottega, casa,casa,bottega,appartamento, casa,appartamento, casa,appartamento, casa,casetta,casa,casa,casa,casa,casa,casa,appartamento,appartamento,appartamento,appartamento,casa,appartamento,bottega, casa,magazzeno,magazzeno,bottega, casa,bottega,bottega,bottega,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,casetta,casa,casetta,casetta,casetta,casa,casa,casa, forno,casa,magazzeno,casa,casa,casa,casa,casa,casa,casetta,casa,casa,casa,bottega, magazzeno,bottega, casa,casa,casa,casa,casa,bottega,bottega, casa,bottega, casa, magazzeno,appartamento,appartamento,appartamento,casa,magazzeno,casa,casa,forno,casa,casa,bottega,bottega, magazzeno,bottega,bottega,bottega,casa"
michiel barbaran,"casa,casa"
michiel lazaroni,"casa,casetta"
michiel sagredo,"bottega,casa,casa,casa,casa,bottega"
michieletti,"casa,bottega"
michieli,"casa,bottega, casa,casa,casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,bottega,magazzeno,casa,casa,magazzeno,appartamento,magazzeno,bottega,bottega, casa"
michieli moretta,"casa,casa"
michielli,"casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casetta,casa,casa"
michioli,casa
migliassi,casetta
migotti botter,casa
migrelli,bottega
milani,"casa,casetta,casetta,casetta,casa,casa"
milesi,"appartamento,casa,casa,casa"
milioni,casa
millani,"casa,casa"
minelli,"bottega, casa,casa,casa,bottega"
minetto,"bottega, casa"
minia,"casa,casa"
minigo,casa
minio,"bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,bottega"
minoto,"casa, orto,casa,casa"
minotto,"bottega, casa,casa,casa,casa,bottega,casa,camera, casa,casetta,casa"
minotto querini,"casa,casa,casa"
mioni,casa
mistielli,casa
misurati,casa
mocengio,casetta
mocenicho,"casa,casa, orto"
mocenigho,"magazzeno,casa,casa, orto,casa,casa,casa,casa,bottega, casa, magazzeno"
mocenigo,"casa,casa,casa, corto,casa,bottega,bottega,bottega,casetta,casa,appartamento,bottega,bottega, luogo,magazzeno,casa,bottega, volta,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno, squero,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,bottega, casa,casa,casa,casa,casa,bottega,bottega, casa,bottega, casa,bottega, casa,bottega,bottega, casa,bottega,casetta,casa,bottega,casa,bottega,casa,bottega,bottega, casa,casa,forno,casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,bottega, casa,bottega, casa,bottega,bottega, casa,bottega, casa,bottega,bottega,casa,bottega,bottega,appartamento, casa,appartamento, casa,bottega,casa,magazzeno,bottega,bottega,bottega,bottega,bottega,bottega, volta,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,bottega, casa,casa,casa,casa"
mocenigo badoer,"casa,casa,casa"
mocenigo soranzo,"bottega,casa"
mocenigo valier,"casa,casa,casa"
mocenigo vendramin,bottega
molin,"bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,bottega,bottega,casa,casa,magazzeno,casa,magazzeno,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega,casa,casa,casa,casa,casa,magazzeno,appartamento, casa,casa,casa,bottega,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,bottega,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,casa,casa,magazzeno,casa,bottega,casa,casa,casa,casa,bottega,casa,casa,casa,bottega, volta,casa,casa,bottega, casa,bottega,bottega, magazzeno,casa,casa,casa,casa,casa,casetta,casa,casa,ponte, volta,volta,volta,volta,volta,magazzeno,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,magazzeno,casa,bottega,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa, magazzeno,magazzeno,magazzeno,casa"
molin corner,casa
molin correr,"casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno"
molinari,"casa,casa,casa,bottega,bottega,casa,casa"
molinetto,casa
molini,casa
molino,"casa,casetta"
mollin,"casa,casa,casa"
monaretti,"casa,casa,casa"
mondelli,casa
mondini,casa
monello,casa
monenigo,"appartamento, casa"
monigo,casa
mons,"casa,casa"
montagna,casa
monti,"bottega,bottega"
mora,"bottega, casa, tagliapietra, terreno,casetta,casetta,casetta,casetta,casetta,bottega, casa,casetta,casetta,casetta,casa,casetta,casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casetta,casetta,bottega"
morali,bottega
morana,volta
morani,"appartamento,casa"
morari,"casa,casa,casa,casa,casa,magazzeno"
morati cologna,casa
morato,"casa,casa"
moratti,bottega
moravi,"bottega, casa,appartamento, casa,casa"
morazzi,casa
morelici,"casa,casa"
morelli,"casa,casa,casa,casa,magazzeno,appartamento,forno,casa,casa"
morelli calduna,forno
moreschi,casa
moresini,"casetta,casa,casetta,casa,casa,casa,casa"
moresini zen,casa
moretti,"casa,bottega, casa,casa,casa,appartamento, casa,casetta,scala,scala,magazzeno,casa,casa,magazzeno,casa,casa,casa,casa,casa,casetta,bottega,bottega,casa,casa,casa,appartamento,appartamento"
moretti chiminoli,bottega
moretti contarini,casa
morioni,"casa,magazzeno"
moris,casetta
moro,"casa,casa, giardino,casa,bottega, casa,bottega, casa,casa,giardino,bottega, casa,casa,casetta,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,magazzeno,magazzeno,magazzeno,casa,bottega,bottega,casa,casa,casa,casa,casa,bottega, casa,casa,magazzeno,bottega,casa,casa,casa,casa,casa,casetta,casa,magazzeno,casa,casa,magazzeno"
moro badoer,casa
moro todeschin,casa
moro zen,"casa,casa,casetta,casa,casetta,casetta,orto, palazzo,casetta,orto,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,bottega, casa,casa,casa,bottega, casa,bottega,bottega, casa,casa,casa,magazzeno,casetta,casetta,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casetta,casetta,casetta"
moroini,casa
moron,"casa,casa"
morona,"bottega, casa"
moroni,"casa,casa,casa"
morosin,"magazzeno,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa"
morosini,"casa,casa,casa,casa,bottega,casa,bottega, casa,bottega,bottega, casa,bottega,magazzeno,magazzeno,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa, giardino,casa,casa,casetta,casa,casetta,casetta,casetta,casa,casetta,bottega,casa,bottega,bottega,casa,casa,casetta,bottega, casa,magazzeno,bottega, casa,casa,magazzeno,casa,casa,magazzeno,casa,casa,bottega,bottega,casa,casa,magazzeno,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casetta,casa,appartamento, casa,bottega, casa,bottega,appartamento, casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,casa,casa,bottega, casa, pollaio,bottega,casa,casa,casa,bottega,bottega,casa,casa,bottega, casa,casa,casa,casa,bottega,appartamento, casa,appartamento, casa,bottega,bottega,casa,appartamento, casa,appartamento, casa,casa,bottega, casa,casa,casa,casa,casa,terreno,casa,casetta,magazzeno,casetta,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casetta,casa, casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega,casa,bottega, casa,bottega,bottega, casa,bottega,bottega,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,casa,casa,bottega, casa,bottega, casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, luogo,casa,bottega, casa,casetta,casa,casa,casetta,bottega, casa,bottega, casa,bottega,bottega,volta,bottega,appartamento,appartamento,appartamento, casa,appartamento, casa,bottega, volta,bottega, volta,bottega,casa,casa,magazzeno,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega,appartamento,magazzeno,casa,casa,casa,casetta,casetta,casetta,bottega,bottega, casa,bottega, casa,locanda,casetta,casa,casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa, magazzeno,casa,casa,casa,casa,casa,bottega,bottega,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, volta,magazzeno,magazzeno,casa,volta,casa,casa,casa,volta,volta,volta,volta,volta,volta,volta,bottega, casa,bottega,bottega,casa,casa,casa, giardino,casa,casa,bottega,bottega,casa,casa,bottega, casa,bottega,bottega,casa,casa,bottega, camera,casa,magazzeno,bottega"
morosini bolani,casa
morosini giustinian,casa
morosini grimani,"bottega, casa"
morosini querini,casa
morosini zen,casa
morosino,casa
morotini,casa
morotta,casa
morsani,"bottega, caffe, casa"
morsesini,"bottega,bottega"
morsoni,casa
moscatello,"bottega,casa"
moscheni,"casa,casa,casa,casa"
moschini,casa
moseni,"casa,bottega"
mosenigo,casa
mosto,"casetta,casetta,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
motali,casa
mottinelli,"casa,casa"
mottoni,"bottega,bottega"
mozer,"casa,casa,bottega,casa,casa,casa"
mozzenigo,"casa, tagliapietra, terreno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
mozzoni,casa
multa,casa
murara,casa
murer,"casa,casa,casa"
murera,casa
musatelli,casa
musazi,"bottega, casa"
musitelli,"casa,casa,bottega, casa,magazzeno"
musitello,casa
mussato,casa
mussitelli,casa
mustitelli,magazzeno
mutoni,casa
mutti fontana,casetta
muttoni,bottega
nadali,"casa,casa,casa,casa,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno"
nadini,casa
nani,"casa,bottega, casa,casa,casa, forno,bottega, casa,casa,bottega,bottega,casa,casa,bottega,casa,casa,casa,casa,bottega,bottega,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,bottega,bottega, casa,bottega, casa,bottega, casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,bottega, casa,bottega, casa,casa,bottega,appartamento,appartamento,appartamento, casa,appartamento, casa,casa,casa,appartamento, casa,appartamento, casa,casa,appartamento, casa,appartamento, casa,casa,bottega, casa,bottega, casa,casa,bottega,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
nani foscarini,casa
nani reggio,"casa,casa,casa"
nardese,casa
nardi,"bottega, casa"
narini,"casa,casa"
nasini,"casa,casa,casa"
navager,casetta
navagier,"bottega,bottega,bottega,casa"
navali,"casa,casa,casa,casa"
nave,"casa,casa"
nave querini,casa
negrezzi,casa
negri,"casa,appartamento,bottega, casa,bottega, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, casa,casa,casa,casa,casa, orto,casa,casa,bottega,casa,bottega,casa,bottega,casa,bottega,bottega,casa,magazzeno,bottega, volta,bottega, volta,magazzeno,casa,bottega, casa,casa,bottega, volta,bottega, volta,casa,bottega,bottega,bottega, volta,casa,casa,bottega"
negri trevisan,"casa,casa,casa,casa"
negrini,casa
negris,"casa,casa,casa"
neis,"casa,casa"
nemo,bottega
nervoni,casa
nespola,"casa,casa,casotto,casa,casa,casa,casa,casa,bottega, casa, magazzeno"
nicoli,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa, terreno"
nicoli malamoco,casa
nicolini,"bottega, casa,bottega, casa"
nicolosi,"casa,casa"
nini,volta
nodari,"bottega, casa,bottega, casa"
nordia,casa
noriis,casa
noris,casa
nosadini,bottega
nosardini,"bottega,casa,casa,casa"
notari,"casa,casa"
novelli,casa
novello,"casotto,casa,casetta,casetta,casa,casa, giardino,casa"
novrllo,casetta
obici,"bottega, casa"
ochi bianchi,casa
ofredi,casa
olbo,bottega
olim zen filosi,bottega
oliveri,casa
olivi,"casa,casa"
olivi castello,"casa, forno"
olivier,"casa,casa,casa"
olivieri,"casa,casa,casa,casa,casa,stanza,stanza,bottega"
olmo,"casa,casa,casetta,appartamento,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,camera,casa,appartamento, casa,appartamento, casa,magazzeno,magazzeno,appartamento, bottega, casa,appartamento, bottega, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,bottega, casa, magazzeno,bottega, casa, magazzeno,bottega, casa,casa"
olmo zuliani,casa
ongaro,"casa,casa,casa,casa,bottega,casa"
origoni,"casa, orto,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa"
orio,"magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
oriuli,casa
orsetti,"casa,casa,bottega, casa,bottega, casa,appartamento, casa,casa,bottega,bottega,volta,bottega,bottega,bottega,casa,casetta"
orsini,"casa,bottega,bottega,bottega,bottega"
orsolini,"bottega,casa"
ortali,bottega
ortica,bottega
ottobon,"casetta,casa,casa"
ottoboni,casa
paccata,"bottega,bottega, casa"
pace castelli,bottega
padovano,casa
pagan,"casa,casetta,casetta,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa"
pagancesa,bottega
paganello,casa
paglia,"bottega,casa"
pagnuca,casa
painetti,"bottega,casa,casa,bottega, casa"
paladin,"bottega, casa"
palatina mora,"casa,casetta,casa,casetta,casetta"
palavicin,casa
palazzi,casa
palazzini,"bottega, casa,volta,volta,volta,volta"
palmarin,camera
palmarini,casa
palmerini,"casa,casa,magazzeno,bottega"
pampinta,casa
panata,"casa,casa,casa"
panciera,"casa,casa,casa"
pandora,casa
panella,casa
panian,"casa,casa,casa,casa"
pansi,casa
pansonio,"bottega, casa"
panzane,casa
panzani,casa
paolino,magazzeno
paolucci,casa
papafava,"casa,casa,casa,casa,appartamento, casa,appartamento,bottega, casa,bottega, casa"
paparotti,casa
paranzuta,casa
parazuta,"casa,casa"
parenzo,"bottega,bottega,casa"
parenzo cividal zemel,casa
paris,"casetta,casetta,casetta,casetta,casa"
parisani benzon,casa
parmer,casa
paruta,casa
parutta,"casa,casa"
pasalaqua,"bottega, casa"
pasazzi,"bottega, casa"
pascuti,casa
pasetti,"casa,casa"
pasini,"casa,casa,casa"
pasqualetti,casa
pasqualetto,"bottega, casa"
