owner_family_name,building_functions
sagredo querini,"['corto', ' magazzeno']"
saise polarol,"['bottega', ' casa']"
sala,"['bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
salam,['bottega']
salaman,['casa']
salamon,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno']"
salamoni,['casa']
salarol,['casa']
salce,"['casa', 'casa']"
salci,['casa']
saler,"['casa', 'casa', ' corto', 'casa', 'casa']"
saler corner,"['casa', 'casa', 'casa', 'casa']"
saler priuli,"['magazzeno', 'bottega', ' casa', 'casa', ' corto', ' fabbrica', ' raffinaria', 'casa', ' corto', 'casa']"
salerali,['bottega']
salerni,"['casa', 'casa', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', ' magazzeno', 'casa', 'casa']"
saleti,['bottega']
saleti mora,['bottega']
salla,['casa']
salon,"['casa', ' magazzeno']"
salse,"['casa', 'casa']"
salvadori,"['casa', 'casa', 'casa', 'casa']"
salvi,"['bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa']"
salvini,"['casa', 'casa']"
salvioni,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'casa', 'casa']"
salvognà,['casa']
san gian toffetti,"['casa', 'casa']"
san giantofetti,"['casa', ' magazzeno', 'casa']"
san giantoffetti,"['casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'bottega', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'sottoportico', 'casa']"
san giantoffetti badoer,"['casa', 'corto']"
san giantoffetti dolce,['casa']
san ginatoffetti,"['casa', 'casa', 'casa', 'casa']"
sanchetta,['casa']
sanchi,"['bottega', ' casa', 'casa']"
sandei,['casa']
sandi,"['magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' forno', 'casa', 'magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa']"
sandi flangini,"['casa', 'casa']"
sandri,['casa']
sandrinelli,['casa']
sanfermi,['casa']
sanfermo,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', ' corto', 'magazzeno']"
sanferomo,"['casa', 'casa']"
sangian tofetti,"['bottega', ' casa', 'casa']"
sangian toffetti,"['bottega', 'bottega', 'casa']"
sangian toffetti baoder,['magazzeno']
sangiantoffetti,"['casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'bottega', ' volta', 'bottega', ' casa', ' corto', 'casa', 'casa', ' magazzeno']"
sangiantoffetti badoer,"['casa', ' corto', 'bottega']"
sanginatoffetti,"['casa', 'casa']"
sansoni,"['casa', 'casa', ' corto', 'casa', ' corto', ' fabbrica', 'casa', 'casa', 'casa']"
sansonio,"['casa', 'casa', 'casa', 'casa', 'casa']"
santi busca,"['casa', 'casa']"
santibusca,['casa']
santoni,"['casa', 'orto']"
santonini,"['magazzeno', 'casa', ' corto', 'casa']"
santorio,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega']"
sanudo,"['casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
sanudo livio,['casa']
sanzonio,"['casa', 'bottega']"
saoner,"['casa', 'casa']"
sapella,['casa']
sapelli,['casa']
saraval,['casa']
sardi,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
sarfati,['appartamento']
sarta,['casa']
sarti,['casa']
sarto,"['bottega', ' casa']"
sartori,"['casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'magazzeno', 'magazzeno', 'bottega']"
sassello,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', ' forno', 'casa', ' corto', 'casa']"
sassi,"['bottega', ' casa']"
sasso,"['bottega', 'casa', 'casa']"
satelico,"['casa', 'casa']"
satellico,"['casa', ' corto', 'casa', ' corto']"
savadori,"['casa', ' magazzeno']"
savi,['casa']
savioli,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
savioni,"['casa', 'casa', 'casa', ' corto', 'casa']"
savioni piccoli,"['casa', 'bottega', ' casa']"
savioni preguerra,"['casa', ' corto']"
savoldello,"['casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', 'magazzeno', 'bottega', ' casa']"
savorgnan,"['casa', 'casa', 'casa', 'casa', 'magazzeno', 'corto', ' sottoportico', 'corto', ' sottoportico', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'palazzo', 'palazzo', 'corto', ' palazzo', 'casa', 'casa', 'casa', 'magazzeno']"
savorgnian,"['casa', 'casa']"
savrano,"['bottega', ' casa']"
sayer,['casa']
sbutega,"['casa', 'casa']"
scachi,"['casa', 'casa']"
scagio,"['bottega', 'casa', ' magazzeno', 'casa', 'casa']"
scagiola,['casa']
scala,"['casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa']"
scalabrin,['casa']
scalabrini,['casa']
scalfarotto,"['casa', 'casa']"
scalferotto,['casa']
scalman,['casa']
scandali milionopolo,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
scandali milonopulo,"['casa', 'casa']"
scarella,"['casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa']"
scarello,['bottega']
scarfati,['appartamento']
scarizza,"['casa', 'casa', 'casa']"
scarman,"['casa', ' corto']"
scarpa,"['magazzeno', 'bottega', ' casa', 'bottega', ' casa']"
scarselini,"['bottega', ' casa']"
scatiglio,['casa']
scatola,"['casa', 'casa']"
schiaffin,"['casa', ' corto', 'casa', ' corto', 'casa']"
schiantarello,"['casa', 'casa']"
schievano,['bottega']
scipioni,"['magazzeno', 'casa', 'casa']"
scoffa,"['casa', 'casa', 'bottega', ' casa']"
scoffo,"['andito', 'casa']"
scolla,"['casa', 'casa']"
scorella,"['bottega', ' casa', ' volta']"
scotti,"['magazzeno', 'casa', ' corto', 'bottega', ' casa', ' corto']"
scotti bastanzi,"['bottega', ' casa', ' magazzeno', 'bottega', ' casa', ' magazzeno']"
scudelari,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
sedea,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
sedeler,"['bottega', ' casa', 'casa']"
segalina,"['magazzeno', 'casa']"
segalini,"['casa', 'casa', 'bottega', 'bottega']"
segalla,"['casa', 'casa', 'casa', 'casa']"
segatti,['bottega']
segrego,['bottega']
selenicher paganoto,"['casa', 'casa']"
seles,['bottega']
selich,"['accesso', ' casa', ' corto', 'casa', 'casa']"
sella,['bottega']
selle,"['casa', ' corto', 'casa', ' corto']"
selsi,"['bottega', ' casa']"
selvatici,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
semenzi,"['casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', ' corto', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'bottega', ' casa']"
semenzio,['casa']
semitana,"['casa', 'casa', 'casa']"
semitecoli,"['casa', 'casa']"
semitecolo,"['casa', 'casa', 'casa', 'casa', 'casa']"
semo,"['magazzeno', 'casa']"
seneco,"['bottega', ' casa']"
sensato,"['magazzeno', 'bottega', ' casa']"
seordigli,['casa']
sepora,['casa']
sera,"['casa', ' corto', 'casa', ' corto']"
serafin,['casa']
serafini,"['casa', ' corto', 'bottega', 'casa']"
serato,['casa']
seraval,"['magazzeno', 'casa', 'appartamento', ' luogo', 'appartamento', ' luogo', 'magazzeno', 'magazzeno', 'appartamento', 'appartamento', 'appartamento', 'appartamento', 'appartamento', 'casa', 'magazzeno', 'appartamento']"
seriman,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'palazzo']"
serno,"['corto', ' magazzeno']"
sero,['casa']
serpe,['bottega']
serra,['magazzeno']
serri,"['bottega', ' casa', 'bottega', ' casa']"
serusa,"['casa', 'casa', 'casa']"
sesia,"['bottega', ' casa', 'casa', ' corto']"
sesia alessandri,"['bottega', ' casa', ' corto']"
settemini,"['casa', 'casa']"
settimini,['casetta']
settini,['casa']
severi,"['bottega', ' casa']"
siedea,['casa']
signorin,"['casa', 'bottega', ' casa']"
silva,"['bottega', 'bottega', 'casa']"
silvestrini,"['casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa']"
silvio martinengo,['bottega']
simbanassi,['magazzeno']
simeoni,['casa']
simionato,"['casa', 'casa']"
simioni,"['casa', 'casa', 'casa']"
simitecolo,['casa']
simonato,"['casa', 'casa', ' corto']"
simoncin,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', ' magazzeno']"
simoncini,['casa']
simoneti,"['magazzeno', 'casa', 'casa', 'casa']"
simoni,"['casa', 'casa', 'casa']"
singilara,['casa']
siola,"['casa', 'corto', 'corto']"
sipioni,['casa']
sirmen,['casa']
sisconi,['casa']
soardi,"['bottega', ' magazzeno', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa']"
soavi,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'andito', 'casa']"
socai,['casa']
sodarini,['casa']
soderini,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa']"
sografi,"['casa', 'casa', 'casa', 'casa']"
solan,"['casa', ' magazzeno']"
solari,"['casa', 'casa', 'casa', 'casa', 'casa', 'andito', 'casa', 'casa', ' corto', ' portico', 'casa', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa']"
soli,"['casa', 'casa', 'casa']"
solimbergo,"['bottega', ' casa', 'casa', 'casa']"
solini,"['casa', ' corto', 'corto', ' sottoportico', 'casa', 'bottega', ' casa', ' corto', ' magazzeno', 'casa']"
sollini,"['casa', 'casa']"
sonica,"['casa', 'casa', 'bottega', ' casa', ' corto']"
sopai,"['casa', 'casa']"
sopera,"['casa', ' corto']"
soperchi,['casa']
sopetti,"['bottega', ' casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno']"
soprana,"['casa', ' corto']"
soranzo,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' magazzeno', 'casa', ' magazzeno', 'bottega', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' forno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
soranzo lavesi,"['casa', 'casa', 'casa', 'casa', 'casa']"
soranzo mocenigo,"['casa', ' corto', 'bottega', 'casa']"
soranzo vendramin,"['casa', ' magazzeno', 'bottega', 'bottega', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'bottega']"
sorari,"['casa', 'casa', ' corto', 'casa', 'casa']"
sorato,"['casa', 'casa', 'casa']"
soratroi,"['bottega', 'bottega', ' casa', ' corto', 'bottega', 'casa', 'magazzeno', 'bottega', ' magazzeno']"
sordina,['magazzeno']
sordina cassetti,['bottega']
sornazo,['bottega']
sorzetto,['casa']
sosa,['casa']
sossa,"['bottega', ' casa', 'casa', 'casa', 'casa']"
sossai,"['casa', ' corto', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa']"
sossi,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
spada,"['bottega', ' casa', 'casa']"
spadon,"['casa', 'casa']"
spandri,"['bottega', ' casa']"
spangher,"['casa', 'bottega', ' casa']"
spartin,"['casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
speroto,"['casa', ' corto']"
spiera,"['casa', 'casa', 'magazzeno', 'casa']"
spiga,"['casa', 'bottega', ' casa', 'casa', ' osteria']"
spilimbergo,"['appartamento', 'casa']"
spinazzi marinelli,"['casa', ' corto', 'casa', ' corto']"
spineda,"['casa', 'casa', 'casa']"
spinelli,"['casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' osteria']"
spirelli,['casa']
spiridon conomo,['magazzeno']
spirito,"['bottega', ' casotto']"
spongia,['casa']
sponza,"['casa', ' corto']"
squadroni,['casa']
squeraroli,"['casa', 'casa', ' corto', 'casa']"
stae,"['bottega', ' casa', ' corto']"
stae sanfermo,['bottega']
stai,"['bottega', ' casa', ' corto']"
staulo,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
stavignoni,"['casa', 'casa']"
stecchini,"['casa', 'casa']"
stechini,"['bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
steffani,"['bottega', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' corto', 'bottega', 'bottega']"
stella,"['casa', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casotto']"
stiore,"['casa', 'casa', 'casa']"
storti,"['bottega', ' casa', ' corto']"
strarembergh spinola,"['casa', 'casa']"
strati,['casa']
struca,"['casa', 'casa']"
suardi,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
succhetta,"['casa', 'casa']"
sudarini,['casa']
sulaam,"['casa', 'casa']"
sulam,"['casa', 'bottega', 'casa', ' luogo', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa']"
sulan,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', 'casa', ' corto']"
sullam,"['casa', 'casa', 'bottega', ' casa']"
superchi,"['bottega', ' casa', 'bottega', ' stanza']"
superchi rados,"['bottega', ' stanza']"
susali,['casa']
susana,['casa']
sussai,"['casa', ' corto', ' forno']"
sussi,"['casa', 'bottega', 'casa', 'casa', 'casa', 'casa']"
svajer,"['bottega', ' casa', ' corto']"
svario,"['bottega', 'bottega', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa']"
svario grandis,"['casa', 'casa', 'casa', 'casa']"
tabacchi,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
tabboga,"['casa', ' corto', 'casa', ' corto']"
taboga,"['casa', ' magazzeno', 'casa', 'casa', 'bottega', ' casa', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa']"
tacco,"['casa', 'casa', ' corto', 'casa']"
tacur,['magazzeno']
tagher,"['casa', ' osteria']"
taglia pietra,"['bottega', ' casa', 'bottega', ' casa']"
tagliapietra,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'corto', 'magazzeno', 'magazzeno']"
talia,"['casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa']"
tam,['casa']
tamagna,['casa']
tamagno,"['casa', ' corto', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa']"
tamanina,"['casa', 'casa', 'casa']"
tambelli,['casa']
tamossi,"['magazzeno', 'magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' corto', 'casa', ' corto']"
tan,"['bottega', 'casa', 'casa', 'casa', ' osteria', 'casa']"
tana,"['casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno']"
tancredi,['casa']
tanfi,"['casa', 'casa', 'casa']"
tanxik,['casa']
taolin,['magazzeno']
tarabocchia,"['bottega', ' casa', 'bottega', ' casa', ' corto']"
targa,"['casa', ' corto', 'casa', 'casa']"
tarma,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' stanza', 'bottega', ' stanza', 'stanza', 'stanza', 'stanza']"
tartagia,['casa']
taruzzelli,"['bottega', ' casa']"
tasca,"['casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
tassioli,['casa']
tassis,['casa']
tassis todeschini,"['casa', 'casa', 'casa']"
tasso,['casa']
tazzioli,"['casa', 'casa']"
tebaldi,"['casa', 'casa']"
telaroli,"['casa', 'casa']"
teneschi,"['bottega', ' casa']"
teo,['casa']
terazzina,"['casa', ' corto']"
terni,"['casa', ' magazzeno', 'casa']"
terracina,"['bottega', ' casa']"
terrarioli,['casa']
terzi,['casa']
testa,"['bottega', ' casa', 'casa', 'casa', 'casa']"
tettamasi,"['bottega', ' casa', ' corto', 'magazzeno']"
tian,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
tiene,"['casa', 'casa', 'casa']"
tiepollo,['casa']
tiepolo,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'corto', ' sottoportico', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'bottega', 'casa', 'locale', ' magazzeno', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'corto', ' palazzo', 'casa', ' magazzeno', 'casa', ' corto', 'bottega', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'bottega', 'casa', ' corto']"
tiepolo badoer,"['casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
tigi,['casa']
tiossi,"['casa', ' corto', 'casa', ' corto', 'casa']"
tiozzo,"['casa', ' corto', 'casa', ' corto']"
tirabosco,"['casa', 'casa']"
tirinkan,['bottega']
tironi,"['casa', ' corto', ' magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa']"
tironi fornasieri,"['casa', ' corto']"
tirroni,"['casa', 'bottega', ' casa']"
tobia,"['casa', ' corto', 'casa', 'bottega', 'casa', 'appartamento', 'casa', ' magazzeno', 'casa', ' magazzeno']"
todarini,"['casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' volta', 'bottega', ' volta', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
toderini,"['casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'bottega', 'bottega', 'casa', 'casa', 'bottega', 'bottega', ' volta', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
toderini longo,"['bottega', ' casa', ' corto', 'casa']"
todeschi,"['casa', 'casa']"
todeschini,"['casa', ' magazzeno', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'magazzeno', 'corto', ' sottoportico']"
todesco,"['casa', 'casa', 'appartamento', 'magazzeno', 'casa', 'bottega', ' casa', 'appartamento', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'bottega', 'casa', 'magazzeno', 'casa', ' magazzeno', 'casa']"
toffani,['casa']
toffetti,['casa']
toffolutti,['casa']
tognana,"['casa', ' corto', 'casa', ' magazzeno', 'bottega', ' volta', 'casa', 'casa', 'casa', 'casa']"
tognella,['casa']
togniana,"['casa', 'bottega', ' casa']"
tognolla,"['casa', ' corto', 'andito']"
tognollo,"['casa', 'casa', 'casa', 'casa', 'casa']"
tognolo,"['casa', ' corto']"
tolomeo,"['casa', ' corto']"
tomada,['bottega']
tomadei,"['magazzeno', 'casa', 'casa', 'bottega', ' casa']"
tomadelli,['casa']
tomasi,"['casa', 'casa', 'casa', 'casa', 'casa']"
tomasini,"['casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', 'bottega', ' casa', 'casa', 'casa']"
tomasini degna,"['casa', ' corto', 'casa', 'magazzeno', 'magazzeno', ' stanza', 'magazzeno', ' stanza', 'casa', 'casa', 'casa']"
tommasini,"['magazzeno', 'bottega', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa']"
ton,"['casa', ' corto', 'casa', ' corto']"
tonci,['casa']
tonetti,"['casa', 'bottega', ' casa']"
toniato,['casa']
toninetti,"['bottega', 'bottega']"
tonini,"['casa', 'casa']"
toniollo,['casa']
tonon,"['casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' corto', 'magazzeno']"
topan,['casa']
topi,"['casa', 'bottega', ' casa']"
tormenti,['casa']
torni,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa']"
torni battistelli,['casa']
tornieli,"['magazzeno', 'casa']"
torniello,"['bottega', ' casa', 'bottega', ' casa', 'casa']"
torraculi,"['casa', ' corto', 'casa', ' corto']"
torre,"['casa', 'casa', 'bottega', 'bottega']"
torselato,"['bottega', ' casa']"
tosdechini,"['bottega', ' casa']"
tosin,"['magazzeno', 'casa', 'casa', 'casa']"
tosini,['casa']
tosoni,['magazzeno']
tottamasi,"['bottega', ' casa', 'casa', ' magazzeno', 'casa', 'magazzeno']"
tovanovich,['casa']
trafego,['casa']
traina,['casa']
tramontini,['casa']
trapolin carminati,"['casa', ' corto', 'casa']"
traversi,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa']"
traversini,"['casa', 'casa']"
tremignori,['casa']
trentin,"['casa', ' corto', 'casa']"
trentini,"['casa', 'magazzeno', 'casa', 'casa']"
trento,"['bottega', 'casa', 'casa']"
trevano,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' corto', 'casa', ' corto']"
treves,"['magazzeno', 'magazzeno', 'appartamento', 'appartamento', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'palazzo', 'magazzeno', 'casa', 'casa', 'casa']"
trevisa,['bottega']
